Index,Date,Time,RH,Temp,Number
1,9/8/2016,9:57:12 AM,43.7,28.1,1010060475
2,9/8/2016,10:57:12 AM,42.9,25.7,1010060475
3,9/8/2016,11:57:12 AM,40.6,26.8,1010060475
4,9/8/2016,12:57:12 PM,37,28,1010060475
5,9/8/2016,1:57:12 PM,34.7,28.9,1010060475
6,9/8/2016,2:57:12 PM,32.8,29.7,1010060475
7,9/8/2016,3:57:12 PM,28.3,30.3,1010060475
8,9/8/2016,4:57:12 PM,27.2,30.8,1010060475
9,9/8/2016,5:57:12 PM,30.1,30.8,1010060475
10,9/8/2016,6:57:12 PM,30.7,30.7,1010060475
11,9/8/2016,7:57:12 PM,31.8,30.4,1010060475
12,9/8/2016,8:57:12 PM,33.4,30.2,1010060475
13,9/8/2016,9:57:12 PM,32.2,29.8,1010060475
14,9/8/2016,10:57:12 PM,31.8,29.3,1010060475
15,9/8/2016,11:57:12 PM,31.7,28.7,1010060475
16,9/9/2016,12:57:12 AM,31.7,28,1010060475
17,9/9/2016,1:57:12 AM,32.4,27.4,1010060475
18,9/9/2016,2:57:12 AM,32.8,26.7,1010060475
19,9/9/2016,3:57:12 AM,34.1,26.1,1010060475
20,9/9/2016,4:57:12 AM,34.4,25.4,1010060475
21,9/9/2016,5:57:12 AM,36.6,24.8,1010060475
22,9/9/2016,6:57:12 AM,38.4,23.8,1010060475
23,9/9/2016,7:57:12 AM,40,23.9,1010060475
24,9/9/2016,8:57:12 AM,41.5,24.4,1010060475
25,9/9/2016,9:57:12 AM,42.9,25.2,1010060475
26,9/9/2016,10:57:12 AM,40.9,26.8,1010060475
27,9/9/2016,11:57:12 AM,33.9,28.4,1010060475
28,9/9/2016,12:57:12 PM,29.3,29.4,1010060475
29,9/9/2016,1:57:12 PM,27,30.5,1010060475
30,9/9/2016,2:57:12 PM,24.8,31.8,1010060475
31,9/9/2016,3:57:12 PM,26.4,32.3,1010060475
32,9/9/2016,4:57:12 PM,23.8,32.9,1010060475
33,9/9/2016,5:57:12 PM,23.9,32.9,1010060475
34,9/9/2016,6:57:12 PM,25.1,32.7,1010060475
