Index,Date,Time,Readings (%RH),Readings (°C),Type
1,"9/5/2016","2:27:41 PM","26.7","32.6",
2,"9/5/2016","3:27:41 PM","28.2","29.1",
3,"9/5/2016","4:27:41 PM","28.0","29.6",
4,"9/5/2016","5:27:41 PM","27.6","29.5",
5,"9/5/2016","6:27:41 PM","27.6","29.0",
6,"9/5/2016","7:27:41 PM","27.6","28.9",
7,"9/5/2016","8:27:41 PM","27.7","28.8",
8,"9/5/2016","9:27:41 PM","27.8","28.6",
9,"9/5/2016","10:27:41 PM","27.8","28.2",
10,"9/5/2016","11:27:41 PM","27.9","27.9",
11,"9/6/2016","12:27:41 AM","28.0","27.6",
12,"9/6/2016","1:27:41 AM","28.2","27.3",
13,"9/6/2016","2:27:41 AM","28.4","26.9",
14,"9/6/2016","3:27:41 AM","28.5","26.6",
15,"9/6/2016","4:27:41 AM","28.7","26.1",
16,"9/6/2016","5:27:41 AM","28.8","25.6",
17,"9/6/2016","6:27:41 AM","28.6","24.0",
18,"9/6/2016","7:27:41 AM","28.6","23.9",
19,"9/6/2016","8:27:41 AM","29.2","24.2",
20,"9/6/2016","9:27:41 AM","29.4","24.9",
21,"9/6/2016","10:27:41 AM","29.5","25.6",
22,"9/6/2016","11:27:41 AM","29.8","26.9",
23,"9/6/2016","12:27:41 PM","29.1","28.3",
24,"9/6/2016","1:27:41 PM","28.6","28.3",
25,"9/6/2016","2:27:41 PM","28.6","29.0",
26,"9/6/2016","3:27:41 PM","27.8","30.6",
27,"9/6/2016","4:27:41 PM","27.5","31.0",
28,"9/6/2016","5:27:41 PM","27.1","30.8",
29,"9/6/2016","6:27:41 PM","26.9","30.4",
30,"9/6/2016","7:27:41 PM","26.9","30.2",
31,"9/6/2016","8:27:41 PM","26.9","30.0",
32,"9/6/2016","9:27:41 PM","27.0","29.8",
33,"9/6/2016","10:27:41 PM","27.1","29.6",
34,"9/6/2016","11:27:41 PM","27.3","29.0",
35,"9/7/2016","12:27:41 AM","27.5","27.9",
36,"9/7/2016","1:27:41 AM","27.7","27.6",
37,"9/7/2016","2:27:41 AM","27.8","26.9",
38,"9/7/2016","3:27:41 AM","28.0","26.6",
39,"9/7/2016","4:27:41 AM","28.2","26.3",
40,"9/7/2016","5:27:41 AM","28.4","25.9",
41,"9/7/2016","6:27:41 AM","28.6","25.9",
42,"9/7/2016","7:27:41 AM","29.0","25.8",
43,"9/7/2016","8:27:41 AM","29.5","26.1",
44,"9/7/2016","9:27:41 AM","30.0","26.6",
45,"9/7/2016","10:27:41 AM","30.5","26.9",
46,"9/7/2016","11:27:41 AM","30.9","27.6",
47,"9/7/2016","12:27:41 PM","31.0","28.3",
48,"9/7/2016","1:27:41 PM","30.8","29.1",
49,"9/7/2016","2:27:41 PM","30.6","29.4",
50,"9/7/2016","3:27:41 PM","30.3","29.8",
51,"9/7/2016","4:27:41 PM","30.1","30.1",
52,"9/7/2016","5:27:41 PM","29.7","30.2",
53,"9/7/2016","6:27:41 PM","29.5","29.8",
54,"9/7/2016","7:27:41 PM","29.5","29.6",
55,"9/7/2016","8:27:41 PM","29.4","29.3",
56,"9/7/2016","9:27:41 PM","29.5","29.0",
57,"9/7/2016","10:27:41 PM","29.4","28.7",
58,"9/7/2016","11:27:41 PM","29.5","28.4",
59,"9/8/2016","12:27:41 AM","29.6","28.1",
60,"9/8/2016","1:27:41 AM","29.7","27.8",
61,"9/8/2016","2:27:41 AM","29.8","27.4",
62,"9/8/2016","3:27:41 AM","29.9","27.1",
63,"9/8/2016","4:27:41 AM","30.0","26.7",
64,"9/8/2016","5:27:41 AM","30.0","26.3",
65,"9/8/2016","6:27:41 AM","30.1","25.6",
66,"9/8/2016","7:27:41 AM","30.4","25.7",
67,"9/8/2016","8:27:41 AM","30.8","26.0",
68,"9/8/2016","9:27:41 AM","31.3","26.4",
69,"9/8/2016","10:27:41 AM","31.9","27.2",
70,"9/8/2016","11:27:41 AM","32.3","27.9",
71,"9/8/2016","12:27:41 PM","32.5","28.6",
72,"9/8/2016","1:27:41 PM","32.5","28.9",
73,"9/8/2016","2:27:41 PM","32.5","29.5",
74,"9/8/2016","3:27:41 PM","32.4","29.8",
75,"9/8/2016","4:27:41 PM","32.2","30.2",
76,"9/8/2016","5:27:41 PM","31.8","30.3",
77,"9/8/2016","6:27:41 PM","31.7","30.0",
78,"9/8/2016","7:27:41 PM","31.6","29.8",
79,"9/8/2016","8:27:41 PM","31.7","29.7",
80,"9/8/2016","9:27:41 PM","31.8","29.4",
81,"9/8/2016","10:27:41 PM","31.9","29.2",
82,"9/8/2016","11:27:41 PM","32.0","28.8",
83,"9/9/2016","12:27:41 AM","32.1","28.6",
84,"9/9/2016","1:27:41 AM","32.1","28.2",
85,"9/9/2016","2:27:41 AM","32.3","27.9",
86,"9/9/2016","3:27:41 AM","32.4","27.5",
87,"9/9/2016","4:27:41 AM","32.5","27.2",
88,"9/9/2016","5:27:41 AM","32.6","26.8",
89,"9/9/2016","6:27:41 AM","32.6","26.1",
90,"9/9/2016","7:27:41 AM","32.8","25.9",
91,"9/9/2016","8:27:41 AM","33.0","26.2",
92,"9/9/2016","9:27:41 AM","33.2","26.8",
93,"9/9/2016","10:27:41 AM","33.7","27.4",
94,"9/9/2016","11:27:41 AM","34.1","28.3",
95,"9/9/2016","12:27:41 PM","34.2","29.4",
96,"9/9/2016","1:27:41 PM","33.7","29.8",
97,"9/9/2016","2:27:41 PM","33.1","31.4",
98,"9/9/2016","3:27:41 PM","32.3","31.9",
99,"9/9/2016","4:27:41 PM","31.6","32.8",
100,"9/9/2016","5:27:41 PM","30.9","32.7",
101,"9/9/2016","6:27:41 PM","30.4","31.8",
102,"9/9/2016","7:27:41 PM","30.3","31.4",
103,"9/9/2016","8:27:41 PM","30.4","31.1",
104,"9/9/2016","9:27:41 PM","30.4","30.8",
105,"9/9/2016","10:27:41 PM","30.5","30.5",
106,"9/9/2016","11:27:41 PM","30.7","30.2",
107,"9/10/2016","12:27:41 AM","31.4","29.6",
108,"9/10/2016","1:27:41 AM","32.1","29.1",
109,"9/10/2016","2:27:41 AM","32.6","28.7",
110,"9/10/2016","3:27:41 AM","32.9","28.1",
111,"9/10/2016","4:27:41 AM","33.2","27.6",
112,"9/10/2016","5:27:41 AM","33.5","27.1",
113,"9/10/2016","6:27:41 AM","33.9","26.7",
114,"9/10/2016","7:27:41 AM","34.2","26.2",
115,"9/10/2016","8:27:41 AM","34.6","25.9",
116,"9/10/2016","9:27:41 AM","34.9","25.6",
117,"9/10/2016","10:27:41 AM","35.3","25.4",
118,"9/10/2016","11:27:41 AM","35.6","25.6",
119,"9/10/2016","12:27:41 PM","35.9","25.8",
120,"9/10/2016","1:27:41 PM","36.2","26.1",
121,"9/10/2016","2:27:41 PM","36.4","26.3",
122,"9/10/2016","3:27:41 PM","36.6","26.4",
123,"9/10/2016","4:27:41 PM","36.8","26.4",
124,"9/10/2016","5:27:41 PM","36.9","26.2",
125,"9/10/2016","6:27:41 PM","37.1","26.0",
126,"9/10/2016","7:27:41 PM","37.2","25.8",
127,"9/10/2016","8:27:41 PM","37.4","25.6",
128,"9/10/2016","9:27:41 PM","37.5","25.4",
129,"9/10/2016","10:27:41 PM","37.7","25.1",
130,"9/10/2016","11:27:41 PM","37.9","24.9",
131,"9/11/2016","12:27:41 AM","38.1","24.7",
132,"9/11/2016","1:27:41 AM","38.3","24.4",
133,"9/11/2016","2:27:41 AM","38.5","24.2",
134,"9/11/2016","3:27:41 AM","38.9","24.0",
135,"9/11/2016","4:27:41 AM","39.2","23.8",
136,"9/11/2016","5:27:41 AM","39.5","23.6",
137,"9/11/2016","6:27:41 AM","39.9","23.3",
138,"9/11/2016","7:27:41 AM","40.3","23.1",
139,"9/11/2016","8:27:41 AM","40.7","23.1",
140,"9/11/2016","9:27:41 AM","41.0","23.1",
141,"9/11/2016","10:27:41 AM","41.4","23.4",
142,"9/11/2016","11:27:41 AM","41.8","23.9",
143,"9/11/2016","12:27:41 PM","42.0","24.3",
144,"9/11/2016","1:27:41 PM","42.1","24.9",
145,"9/11/2016","2:27:41 PM","42.0","25.6",
146,"9/11/2016","3:27:41 PM","41.8","26.1",
147,"9/11/2016","4:27:41 PM","41.6","26.1",
148,"9/11/2016","5:27:41 PM","41.4","26.2",
149,"9/11/2016","6:27:41 PM","41.2","26.1",
150,"9/11/2016","7:27:41 PM","41.1","25.9",
151,"9/11/2016","8:27:41 PM","41.0","25.9",
152,"9/11/2016","9:27:41 PM","40.9","25.7",
153,"9/11/2016","10:27:41 PM","40.9","25.4",
154,"9/11/2016","11:27:41 PM","40.9","25.3",
155,"9/12/2016","12:27:41 AM","40.8","25.1",
156,"9/12/2016","1:27:41 AM","40.9","24.8",
157,"9/12/2016","2:27:41 AM","41.1","24.7",
158,"9/12/2016","3:27:41 AM","41.3","24.5",
159,"9/12/2016","4:27:41 AM","41.6","24.3",
160,"9/12/2016","5:27:41 AM","41.9","24.1",
161,"9/12/2016","6:27:41 AM","42.3","23.7",
162,"9/12/2016","7:27:41 AM","42.7","23.8",
163,"9/12/2016","8:27:41 AM","43.1","23.6",
164,"9/12/2016","9:27:41 AM","43.3","23.8",
165,"9/12/2016","10:27:41 AM","43.7","24.4",
166,"9/12/2016","11:27:41 AM","43.9","25.0",
167,"9/12/2016","12:27:41 PM","44.0","25.6",
168,"9/12/2016","1:27:41 PM","43.7","26.4",
169,"9/12/2016","2:27:41 PM","43.4","26.6",
170,"9/12/2016","3:27:41 PM","43.2","27.0",
171,"9/12/2016","4:27:41 PM","42.9","27.4",
172,"9/12/2016","5:27:41 PM","42.3","27.6",
173,"9/12/2016","6:27:41 PM","41.9","27.3",
174,"9/12/2016","7:27:41 PM","41.7","27.3",
175,"9/12/2016","8:27:41 PM","41.5","27.1",
176,"9/12/2016","9:27:41 PM","41.4","26.9",
177,"9/12/2016","10:27:41 PM","41.3","26.7",
178,"9/12/2016","11:27:41 PM","41.1","26.3",
179,"9/13/2016","12:27:41 AM","41.0","26.1",
180,"9/13/2016","1:27:41 AM","40.9","25.8",
181,"9/13/2016","2:27:41 AM","40.9","25.4",
182,"9/13/2016","3:27:41 AM","40.8","25.1",
183,"9/13/2016","4:27:41 AM","40.7","24.7",
184,"9/13/2016","5:27:41 AM","40.7","24.4",
185,"9/13/2016","6:27:41 AM","40.7","23.7",
186,"9/13/2016","7:27:41 AM","40.8","23.8",
187,"9/13/2016","8:27:41 AM","41.0","24.2",
188,"9/13/2016","9:27:41 AM","41.2","24.9",
189,"9/13/2016","10:27:41 AM","41.0","25.6",
190,"9/13/2016","11:27:41 AM","40.9","26.2",
191,"9/13/2016","12:27:41 PM","40.7","26.9",
192,"9/13/2016","1:27:41 PM","40.2","27.5",
193,"9/13/2016","2:27:41 PM","39.7","27.9",
194,"9/13/2016","3:27:41 PM","39.4","28.1",
195,"9/13/2016","4:27:41 PM","39.2","28.4",
196,"9/13/2016","5:27:41 PM","39.1","28.3",
197,"9/13/2016","6:27:41 PM","39.4","27.9",
198,"9/13/2016","7:27:41 PM","39.5","27.6",
199,"9/13/2016","8:27:41 PM","39.8","27.2",
200,"9/13/2016","9:27:41 PM","39.9","26.8",
201,"9/13/2016","10:27:41 PM","40.1","26.5",
202,"9/13/2016","11:27:41 PM","40.3","26.1",
203,"9/14/2016","12:27:41 AM","40.4","25.7",
