Index,Date,Time,RH,Temp,Number
1,9/8/2016,10:47:07 AM,43,30.7,1010060481
2,9/8/2016,11:47:07 AM,37.7,29.8,1010060481
3,9/8/2016,12:47:07 PM,33.9,31.6,1010060481
4,9/8/2016,1:47:07 PM,32.8,32.3,1010060481
5,9/8/2016,2:47:07 PM,30.1,33,1010060481
6,9/8/2016,3:47:07 PM,26.8,33.4,1010060481
7,9/8/2016,4:47:07 PM,25.3,33.4,1010060481
8,9/8/2016,5:47:07 PM,29.4,32.8,1010060481
9,9/8/2016,6:47:07 PM,32.9,32.2,1010060481
10,9/8/2016,7:47:07 PM,38.5,32.1,1010060481
11,9/8/2016,8:47:07 PM,39.8,31.7,1010060481
12,9/8/2016,9:47:07 PM,39.1,30.9,1010060481
13,9/8/2016,10:47:07 PM,40,29.9,1010060481
14,9/8/2016,11:47:07 PM,40.4,29,1010060481
15,9/9/2016,12:47:07 AM,40.7,28.1,1010060481
16,9/9/2016,1:47:07 AM,41.3,27.2,1010060481
17,9/9/2016,2:47:07 AM,41.9,26.4,1010060481
18,9/9/2016,3:47:07 AM,41.9,25.6,1010060481
19,9/9/2016,4:47:07 AM,43,24.9,1010060481
20,9/9/2016,5:47:07 AM,43.5,24.2,1010060481
21,9/9/2016,6:47:07 AM,44.2,23.4,1010060481
22,9/9/2016,7:47:07 AM,43.1,23.6,1010060481
23,9/9/2016,8:47:07 AM,45.5,24.6,1010060481
24,9/9/2016,9:47:07 AM,44.3,26.4,1010060481
25,9/9/2016,10:47:07 AM,40.2,28.9,1010060481
26,9/9/2016,11:47:07 AM,34.9,31.2,1010060481
27,9/9/2016,12:47:07 PM,27,33.1,1010060481
28,9/9/2016,1:47:07 PM,23.6,34.8,1010060481
29,9/9/2016,2:47:07 PM,22.2,35.9,1010060481
30,9/9/2016,3:47:07 PM,22.2,36.5,1010060481
31,9/9/2016,4:47:07 PM,22.9,36.6,1010060481
32,9/9/2016,5:47:07 PM,25.1,35.8,1010060481
33,9/9/2016,6:47:07 PM,29.5,34.9,1010060481
34,9/9/2016,7:47:07 PM,36.2,34.3,1010060481
35,9/9/2016,8:47:07 PM,41.7,33.8,1010060481
36,9/9/2016,9:47:07 PM,39.1,33.1,1010060481
37,9/9/2016,10:47:07 PM,38.3,31.9,1010060481
38,9/9/2016,11:47:07 PM,41,31.1,1010060481
39,9/10/2016,12:47:07 AM,46.1,29.9,1010060481
40,9/10/2016,1:47:07 AM,47.8,29,1010060481
41,9/10/2016,2:47:07 AM,46.9,28.1,1010060481
42,9/10/2016,3:47:07 AM,46.9,27.1,1010060481
43,9/10/2016,4:47:07 AM,48,26.3,1010060481
44,9/10/2016,5:47:07 AM,49.2,25.7,1010060481
45,9/10/2016,6:47:07 AM,48.9,25.1,1010060481
46,9/10/2016,7:47:07 AM,49.8,24.6,1010060481
47,9/10/2016,8:47:07 AM,49.4,24.3,1010060481
48,9/10/2016,9:47:07 AM,50.3,24.1,1010060481
49,9/10/2016,10:47:07 AM,51,23.6,1010060481
50,9/10/2016,11:47:07 AM,50.8,24.1,1010060481
51,9/10/2016,12:47:07 PM,49.4,24.8,1010060481
52,9/10/2016,1:47:07 PM,52.9,25.8,1010060481
53,9/10/2016,2:47:07 PM,47.5,26.3,1010060481
54,9/10/2016,3:47:07 PM,46,26.9,1010060481
55,9/10/2016,4:47:07 PM,46.6,26.6,1010060481
56,9/10/2016,5:47:07 PM,47.3,26.2,1010060481
57,9/10/2016,6:47:07 PM,47.5,25.9,1010060481
58,9/10/2016,7:47:07 PM,48.9,25.7,1010060481
59,9/10/2016,8:47:07 PM,49.7,25.4,1010060481
60,9/10/2016,9:47:07 PM,51.6,25.1,1010060481
61,9/10/2016,10:47:07 PM,51.7,24.6,1010060481
62,9/10/2016,11:47:07 PM,51.6,24.2,1010060481
63,9/11/2016,12:47:07 AM,51.8,23.6,1010060481
64,9/11/2016,1:47:07 AM,54.5,23.2,1010060481
65,9/11/2016,2:47:07 AM,54.7,22.8,1010060481
66,9/11/2016,3:47:07 AM,56,22.6,1010060481
67,9/11/2016,4:47:07 AM,56.7,22.3,1010060481
68,9/11/2016,5:47:07 AM,58,22,1010060481
69,9/11/2016,6:47:07 AM,59.4,21.9,1010060481
70,9/11/2016,7:47:07 AM,57.2,21.8,1010060481
71,9/11/2016,8:47:07 AM,59.4,21.8,1010060481
72,9/11/2016,9:47:07 AM,59.1,22.5,1010060481
73,9/11/2016,10:47:07 AM,58.6,24.1,1010060481
74,9/11/2016,11:47:07 AM,53.8,24.8,1010060481
75,9/11/2016,12:47:07 PM,48.3,26.1,1010060481
76,9/11/2016,1:47:07 PM,44.4,27.3,1010060481
77,9/11/2016,2:47:07 PM,42.3,28.6,1010060481
78,9/11/2016,3:47:07 PM,41.2,29.2,1010060481
79,9/11/2016,4:47:07 PM,40.3,29.2,1010060481
80,9/11/2016,5:47:07 PM,40.9,28.8,1010060481
81,9/11/2016,6:47:07 PM,48.7,28.3,1010060481
82,9/11/2016,7:47:07 PM,45.5,27.7,1010060481
83,9/11/2016,8:47:07 PM,48.6,27.5,1010060481
84,9/11/2016,9:47:07 PM,47.5,26.9,1010060481
85,9/11/2016,10:47:07 PM,48,26.1,1010060481
86,9/11/2016,11:47:07 PM,48,25.3,1010060481
87,9/12/2016,12:47:07 AM,48.4,24.5,1010060481
88,9/12/2016,1:47:07 AM,49.5,23.8,1010060481
89,9/12/2016,2:47:07 AM,49.6,23.1,1010060481
90,9/12/2016,3:47:07 AM,50.8,22.5,1010060481
91,9/12/2016,4:47:07 AM,52,21.9,1010060481
92,9/12/2016,5:47:07 AM,52.3,21.4,1010060481
93,9/12/2016,6:47:07 AM,55.1,20.9,1010060481
94,9/12/2016,7:47:07 AM,58.3,21.1,1010060481
95,9/12/2016,8:47:07 AM,58,22.1,1010060481
96,9/12/2016,9:47:07 AM,54.7,23.6,1010060481
97,9/12/2016,10:47:07 AM,50.2,25.1,1010060481
98,9/12/2016,11:47:07 AM,46.8,26.7,1010060481
99,9/12/2016,12:47:07 PM,43.3,27.7,1010060481
100,9/12/2016,1:47:07 PM,38.4,28.8,1010060481
101,9/12/2016,2:47:07 PM,35.8,30.3,1010060481
102,9/12/2016,3:47:07 PM,34.5,30.8,1010060481
103,9/12/2016,4:47:07 PM,33.3,30.7,1010060481
104,9/12/2016,5:47:07 PM,35.2,30.2,1010060481
105,9/12/2016,6:47:07 PM,38.9,29.7,1010060481
106,9/12/2016,7:47:07 PM,40.7,29.6,1010060481
107,9/12/2016,8:47:07 PM,47.7,29.2,1010060481
108,9/12/2016,9:47:07 PM,45.1,28.3,1010060481
109,9/12/2016,10:47:07 PM,45.2,27.4,1010060481
110,9/12/2016,11:47:07 PM,44.8,26.6,1010060481
111,9/13/2016,12:47:07 AM,45.7,25.6,1010060481
112,9/13/2016,1:47:07 AM,45.5,24.8,1010060481
113,9/13/2016,2:47:07 AM,46.4,24.2,1010060481
114,9/13/2016,3:47:07 AM,47.5,23.4,1010060481
115,9/13/2016,4:47:07 AM,48.1,22.8,1010060481
116,9/13/2016,5:47:07 AM,48,22.2,1010060481
117,9/13/2016,6:47:07 AM,51.5,21.8,1010060481
118,9/13/2016,7:47:07 AM,47.5,22,1010060481
119,9/13/2016,8:47:07 AM,45.8,23.5,1010060481
120,9/13/2016,9:47:07 AM,37.1,26.5,1010060481
121,9/13/2016,10:47:07 AM,32.4,28.6,1010060481
122,9/13/2016,11:47:07 AM,29.7,29.9,1010060481
123,9/13/2016,12:47:07 PM,29.2,30.7,1010060481
124,9/13/2016,1:47:07 PM,27.6,31.5,1010060481
125,9/13/2016,2:47:07 PM,27.1,32.2,1010060481
126,9/13/2016,3:47:07 PM,28.4,32.6,1010060481
127,9/13/2016,4:47:07 PM,29.5,32.3,1010060481
128,9/13/2016,5:47:07 PM,37.2,31.7,1010060481
129,9/13/2016,6:47:07 PM,44.8,30.6,1010060481
130,9/13/2016,7:47:07 PM,43.1,29.7,1010060481
131,9/13/2016,8:47:07 PM,44.4,28.9,1010060481
132,9/13/2016,9:47:07 PM,44.9,27.8,1010060481
133,9/13/2016,10:47:07 PM,46.1,26.7,1010060481
134,9/13/2016,11:47:07 PM,46,25.7,1010060481
135,9/14/2016,12:47:07 AM,46.7,24.9,1010060481
136,9/14/2016,1:47:07 AM,47.8,24.3,1010060481
137,9/14/2016,2:47:07 AM,49.6,23.9,1010060481
138,9/14/2016,3:47:07 AM,50.6,23.4,1010060481
139,9/14/2016,4:47:07 AM,51.2,23.1,1010060481
140,9/14/2016,5:47:07 AM,51.1,22.7,1010060481
141,9/14/2016,6:47:07 AM,54.1,22.3,1010060481
142,9/14/2016,7:47:07 AM,52.6,22.1,1010060481
143,9/14/2016,8:47:07 AM,52.5,21.9,1010060481
144,9/14/2016,9:47:07 AM,52.9,22.6,1010060481
145,9/14/2016,10:47:07 AM,52.8,23.3,1010060481
146,9/14/2016,11:47:07 AM,51.9,23.9,1010060481
147,9/14/2016,12:47:07 PM,49.6,24.9,1010060481
148,9/14/2016,1:47:07 PM,46.4,25.8,1010060481
149,9/14/2016,2:47:07 PM,44.6,26.6,1010060481
150,9/14/2016,3:47:07 PM,42.2,27.8,1010060481
151,9/14/2016,4:47:07 PM,41.5,27.8,1010060481
152,9/14/2016,5:47:07 PM,42.3,27.6,1010060481
153,9/14/2016,6:47:07 PM,57.4,27.4,1010060481
154,9/14/2016,7:47:07 PM,51.2,27.7,1010060481
155,9/14/2016,8:47:07 PM,49.9,27.3,1010060481
156,9/14/2016,9:47:07 PM,49,26.6,1010060481
157,9/14/2016,10:47:07 PM,49.6,25.9,1010060481
158,9/14/2016,11:47:07 PM,49.9,25.2,1010060481
159,9/15/2016,12:47:07 AM,50,24.5,1010060481
160,9/15/2016,1:47:07 AM,50.7,23.9,1010060481
161,9/15/2016,2:47:07 AM,50.7,23.3,1010060481
162,9/15/2016,3:47:07 AM,50.9,22.7,1010060481
163,9/15/2016,4:47:07 AM,52.1,22.3,1010060481
164,9/15/2016,5:47:07 AM,53.3,22.1,1010060481
165,9/15/2016,6:47:07 AM,54.8,22.2,1010060481
166,9/15/2016,7:47:07 AM,55.2,22.1,1010060481
167,9/15/2016,8:47:07 AM,60,22.4,1010060481
168,9/15/2016,9:47:07 AM,57.9,23.5,1010060481
169,9/15/2016,10:47:07 AM,54.4,25.4,1010060481
170,9/15/2016,11:47:07 AM,51,27.2,1010060481
171,9/15/2016,12:47:07 PM,46.6,28.2,1010060481
172,9/15/2016,1:47:07 PM,43.6,29.5,1010060481
173,9/15/2016,2:47:07 PM,39,30.7,1010060481
174,9/15/2016,3:47:07 PM,34.9,31.3,1010060481
175,9/15/2016,4:47:07 PM,32.2,31.4,1010060481
176,9/15/2016,5:47:07 PM,32.1,31.1,1010060481
177,9/15/2016,6:47:07 PM,37,30.4,1010060481
178,9/15/2016,7:47:07 PM,42.7,30,1010060481
