Index	Date	Time	Readings (%RH)	Readings (�C)	Type
512	9/29/2016	5:09:57 PM	57.6	23.6	
513	9/29/2016	6:09:57 PM	57.6	23.3	
514	9/29/2016	7:09:57 PM	58.4	23.1	
515	9/29/2016	8:09:57 PM	58.2	22.8	
516	9/29/2016	9:09:57 PM	59.1	22.5	
517	9/29/2016	10:09:57 PM	59.9	22.2	
518	9/29/2016	11:09:57 PM	60.9	21.5	
519	9/30/2016	12:09:57 AM	61.9	21.1	
520	9/30/2016	1:09:57 AM	63.2	21.0	
521	9/30/2016	2:09:57 AM	63.8	21.1	
522	9/30/2016	3:09:57 AM	64.7	21.1	
523	9/30/2016	4:09:57 AM	65.9	20.8	
524	9/30/2016	5:09:57 AM	66.9	20.6	
525	9/30/2016	6:09:57 AM	67.2	20.6	
526	9/30/2016	7:09:57 AM	66.7	20.7	
527	9/30/2016	8:09:57 AM	69.5	20.7	
528	9/30/2016	9:09:57 AM	67.6	21.3	
529	9/30/2016	10:09:57 AM	69.4	22.3	
530	9/30/2016	11:09:57 AM	65.2	23.6	
531	9/30/2016	12:09:57 PM	57.4	25.6	
532	9/30/2016	1:09:57 PM	53.5	26.7	
533	9/30/2016	2:09:57 PM	49.0	28.2	
534	9/30/2016	3:09:57 PM	47.9	28.9	
535	9/30/2016	4:09:57 PM	45.8	29.8	
536	9/30/2016	5:09:57 PM	42.3	30.0	
537	9/30/2016	6:09:57 PM	46.7	29.1	
538	9/30/2016	7:09:57 PM	48.4	28.2	
539	9/30/2016	8:09:57 PM	48.8	27.3	
540	9/30/2016	9:09:57 PM	48.5	26.7	
541	9/30/2016	10:09:57 PM	50.8	26.1	
542	9/30/2016	11:09:57 PM	51.1	25.9	
543	10/1/2016	12:09:57 AM	52.5	25.2	
544	10/1/2016	1:09:57 AM	54.4	24.7	
545	10/1/2016	2:09:57 AM	54.6	24.3	
546	10/1/2016	3:09:57 AM	56.1	23.8	
547	10/1/2016	4:09:57 AM	63.3	22.9	
548	10/1/2016	5:09:57 AM	67.9	22.4	
549	10/1/2016	6:09:57 AM	66.9	22.0	
550	10/1/2016	7:09:57 AM	67.4	22.2	
551	10/1/2016	8:09:57 AM	63.5	23.2	
552	10/1/2016	9:09:57 AM	60.1	24.3	
553	10/1/2016	10:09:57 AM	57.7	24.0	
554	10/1/2016	11:09:57 AM	58.5	23.9	
555	10/1/2016	12:09:57 PM	57.2	25.1	
556	10/1/2016	1:09:57 PM	57.3	24.7	
557	10/1/2016	2:09:57 PM	54.3	25.3	
558	10/1/2016	3:09:57 PM	55.1	25.4	
559	10/1/2016	4:09:57 PM	54.9	25.3	
560	10/1/2016	5:09:57 PM	55.7	25.3	
561	10/1/2016	6:09:57 PM	55.0	24.9	
562	10/1/2016	7:09:57 PM	56.8	24.6	
563	10/1/2016	8:09:57 PM	56.7	24.4	
564	10/1/2016	9:09:57 PM	57.6	24.2	
565	10/1/2016	10:09:57 PM	58.9	23.4	
566	10/1/2016	11:09:57 PM	59.2	23.5	
567	10/2/2016	12:09:57 AM	59.9	23.1	
568	10/2/2016	1:09:57 AM	59.8	22.9	
569	10/2/2016	2:09:57 AM	60.0	22.4	
570	10/2/2016	3:09:57 AM	63.5	21.9	
571	10/2/2016	4:09:57 AM	65.6	21.0	
572	10/2/2016	5:09:57 AM	67.7	20.8	
573	10/2/2016	6:09:57 AM	67.3	20.4	
574	10/2/2016	7:09:57 AM	68.8	21.1	
575	10/2/2016	8:09:57 AM	68.2	22.3	
576	10/2/2016	9:09:57 AM	66.7	22.8	
577	10/2/2016	10:09:57 AM	64.9	23.6	
578	10/2/2016	11:09:57 AM	61.9	23.9	
579	10/2/2016	12:09:57 PM	61.4	23.2	
580	10/2/2016	1:09:57 PM	53.3	24.4	
581	10/2/2016	2:09:57 PM	47.9	24.9	
582	10/2/2016	3:09:57 PM	44.3	25.0	
583	10/2/2016	4:09:57 PM	46.1	24.1	
584	10/2/2016	5:09:57 PM	48.4	22.7	
585	10/2/2016	6:09:57 PM	50.7	21.8	
586	10/2/2016	7:09:57 PM	51.5	21.2	
587	10/2/2016	8:09:57 PM	52.2	20.8	
588	10/2/2016	9:09:57 PM	55.9	20.3	
589	10/2/2016	10:09:57 PM	55.2	19.7	
590	10/2/2016	11:09:57 PM	55.3	18.9	
591	10/3/2016	12:09:57 AM	55.0	18.6	
592	10/3/2016	1:09:57 AM	54.6	18.3	
593	10/3/2016	2:09:57 AM	54.0	18.1	
594	10/3/2016	3:09:57 AM	52.3	17.5	
595	10/3/2016	4:09:57 AM	51.2	17.2	
596	10/3/2016	5:09:57 AM	49.9	16.9	
597	10/3/2016	6:09:57 AM	48.8	16.8	
598	10/3/2016	7:09:57 AM	49.1	16.9	
599	10/3/2016	8:09:57 AM	47.2	17.5	
600	10/3/2016	9:09:57 AM	40.7	18.8	
601	10/3/2016	10:09:57 AM	36.0	20.9	
602	10/3/2016	11:09:57 AM	33.7	22.2	
603	10/3/2016	12:09:57 PM	30.7	23.4	
604	10/3/2016	1:09:57 PM	30.8	23.6	
605	10/3/2016	2:09:57 PM	30.1	24.9	
606	10/3/2016	3:09:57 PM	29.2	25.8	
607	10/3/2016	4:09:57 PM	27.4	26.8	
608	10/3/2016	5:09:57 PM	27.0	26.3	
609	10/3/2016	6:09:57 PM	29.5	23.7	
610	10/3/2016	7:09:57 PM	30.4	22.2	
611	10/3/2016	8:09:57 PM	30.6	21.3	
612	10/3/2016	9:09:57 PM	30.0	20.5	
613	10/3/2016	10:09:57 PM	31.5	19.6	
614	10/3/2016	11:09:57 PM	33.6	19.0	
615	10/4/2016	12:09:57 AM	36.7	18.3	
616	10/4/2016	1:09:57 AM	41.5	17.7	
617	10/4/2016	2:09:57 AM	45.7	16.9	
618	10/4/2016	3:09:57 AM	49.5	16.3	
619	10/4/2016	4:09:57 AM	50.2	15.7	
620	10/4/2016	5:09:57 AM	51.3	15.3	
621	10/4/2016	6:09:57 AM	49.6	15.7	
622	10/4/2016	7:09:57 AM	48.8	16.2	
623	10/4/2016	8:09:57 AM	47.0	17.1	
624	10/4/2016	9:09:57 AM	43.3	18.6	
625	10/4/2016	10:09:57 AM	40.3	20.3	
626	10/4/2016	11:09:57 AM	37.0	21.7	
627	10/4/2016	12:09:57 PM	32.9	23.3	
628	10/4/2016	1:09:57 PM	31.4	24.5	
629	10/4/2016	2:09:57 PM	31.6	24.9	
630	10/4/2016	3:09:57 PM	30.2	25.3	
631	10/4/2016	4:09:57 PM	27.1	27.0	
632	10/4/2016	5:09:57 PM	24.8	28.1	
633	10/4/2016	6:09:57 PM	29.0	24.4	
634	10/4/2016	7:09:57 PM	31.1	22.9	
635	10/4/2016	8:09:57 PM	31.3	22.6	
636	10/4/2016	9:09:57 PM	30.1	21.8	
637	10/4/2016	10:09:57 PM	29.4	20.6	
638	10/4/2016	11:09:57 PM	44.2	19.0	
639	10/5/2016	12:09:57 AM	47.2	18.5	
640	10/5/2016	1:09:57 AM	46.2	18.8	
641	10/5/2016	2:09:57 AM	46.8	18.2	
642	10/5/2016	3:09:57 AM	48.2	17.6	
643	10/5/2016	4:09:57 AM	49.5	16.8	
644	10/5/2016	5:09:57 AM	49.6	16.2	
645	10/5/2016	6:09:57 AM	51.2	15.3	
646	10/5/2016	7:09:57 AM	53.0	16.7	
647	10/5/2016	8:09:57 AM	47.5	17.8	
648	10/5/2016	9:09:57 AM	45.5	19.3	
649	10/5/2016	10:09:57 AM	41.8	20.6	
650	10/5/2016	11:09:57 AM	39.9	21.6	
651	10/5/2016	12:09:57 PM	36.8	23.1	
652	10/5/2016	1:09:57 PM	33.0	24.6	
653	10/5/2016	2:09:57 PM	31.6	25.8	
654	10/5/2016	3:09:57 PM	30.4	27.1	
655	10/5/2016	4:09:57 PM	29.2	28.6	
656	10/5/2016	5:09:57 PM	27.7	29.9	
657	10/5/2016	6:09:57 PM	27.5	27.2	
658	10/5/2016	7:09:57 PM	30.5	25.8	
659	10/5/2016	8:09:57 PM	31.9	25.1	
660	10/5/2016	9:09:57 PM	33.2	24.4	
661	10/5/2016	10:09:57 PM	33.6	23.7	
662	10/5/2016	11:09:57 PM	33.8	22.8	
663	10/6/2016	12:09:57 AM	34.5	22.1	
664	10/6/2016	1:09:57 AM	34.8	21.3	
665	10/6/2016	2:09:57 AM	37.2	20.3	
666	10/6/2016	3:09:57 AM	39.4	19.7	
667	10/6/2016	4:09:57 AM	40.4	18.9	
668	10/6/2016	5:09:57 AM	41.5	17.8	
669	10/6/2016	6:09:57 AM	43.9	17.0	
670	10/6/2016	7:09:57 AM	44.9	18.3	
671	10/6/2016	8:09:57 AM	42.1	19.9	
672	10/6/2016	9:09:57 AM	40.1	20.8	
673	10/6/2016	10:09:57 AM	37.1	23.0	
674	10/6/2016	11:09:57 AM	32.3	25.6	
675	10/6/2016	12:09:57 PM	31.7	27.6	
676	10/6/2016	1:09:57 PM	27.8	29.9	
677	10/6/2016	2:09:57 PM	25.1	31.6	
678	10/6/2016	3:09:57 PM	21.8	32.1	
679	10/6/2016	4:09:57 PM	17.3	34.7	
680	10/6/2016	5:09:57 PM	19.2	34.9	
681	10/6/2016	6:09:57 PM	23.5	32.4	
682	10/6/2016	7:09:57 PM	20.8	30.5	
683	10/6/2016	8:09:57 PM	20.3	29.5	
684	10/6/2016	9:09:57 PM	20.3	28.4	
685	10/6/2016	10:09:57 PM	20.4	27.9	
686	10/6/2016	11:09:57 PM	20.9	27.4	
687	10/7/2016	12:09:57 AM	20.6	26.6	
688	10/7/2016	1:09:57 AM	21.9	25.9	
689	10/7/2016	2:09:57 AM	24.2	24.1	
690	10/7/2016	3:09:57 AM	26.0	22.3	
691	10/7/2016	4:09:57 AM	25.9	21.2	
692	10/7/2016	5:09:57 AM	26.9	21.6	
693	10/7/2016	6:09:57 AM	26.7	21.2	
694	10/7/2016	7:09:57 AM	23.4	23.4	
695	10/7/2016	8:09:57 AM	18.6	28.3	
696	10/7/2016	9:09:57 AM	15.6	31.2	
697	10/7/2016	10:09:57 AM	15.5	31.9	
698	10/7/2016	11:09:57 AM	15.4	33.4	
699	10/7/2016	12:09:57 PM	19.4	34.3	
700	10/7/2016	1:09:57 PM	20.5	35.9	
701	10/7/2016	2:09:57 PM	19.8	35.9	
702	10/7/2016	3:09:57 PM	19.5	36.6	
703	10/7/2016	4:09:57 PM	19.4	38.1	
704	10/7/2016	5:09:57 PM	22.1	36.8	
705	10/7/2016	6:09:57 PM	25.9	33.5	
706	10/7/2016	7:09:57 PM	32.3	31.4	
707	10/7/2016	8:09:57 PM	30.4	28.6	
708	10/7/2016	9:09:57 PM	34.2	26.7	
709	10/7/2016	10:09:57 PM	37.0	25.6	
710	10/7/2016	11:09:57 PM	37.4	24.1	
711	10/8/2016	12:09:57 AM	42.8	22.2	
712	10/8/2016	1:09:57 AM	50.4	21.8	
713	10/8/2016	2:09:57 AM	53.5	21.7	
714	10/8/2016	3:09:57 AM	54.6	21.3	
715	10/8/2016	4:09:57 AM	56.8	21.0	
716	10/8/2016	5:09:57 AM	56.5	20.9	
717	10/8/2016	6:09:57 AM	58.4	20.7	
718	10/8/2016	7:09:57 AM	59.9	20.4	
719	10/8/2016	8:09:57 AM	60.0	20.8	
720	10/8/2016	9:09:57 AM	59.2	21.5	
721	10/8/2016	10:09:57 AM	57.0	22.7	
722	10/8/2016	11:09:57 AM	54.2	23.7	
723	10/8/2016	12:09:57 PM	49.6	25.1	
724	10/8/2016	1:09:57 PM	44.6	27.2	
725	10/8/2016	2:09:57 PM	42.3	28.2	
726	10/8/2016	3:09:57 PM	39.5	29.7	
727	10/8/2016	4:09:57 PM	35.6	31.2	
728	10/8/2016	5:09:57 PM	31.5	32.9	
729	10/8/2016	6:09:57 PM	33.9	30.6	
730	10/8/2016	7:09:57 PM	37.6	29.0	
731	10/8/2016	8:09:57 PM	38.2	28.1	
732	10/8/2016	9:09:57 PM	39.3	27.4	
733	10/8/2016	10:09:57 PM	39.9	26.8	
734	10/8/2016	11:09:57 PM	41.3	25.6	
735	10/9/2016	12:09:57 AM	45.7	24.1	
736	10/9/2016	1:09:57 AM	43.7	23.8	
737	10/9/2016	2:09:57 AM	46.4	23.4	
738	10/9/2016	3:09:57 AM	47.0	23.7	
739	10/9/2016	4:09:57 AM	46.3	23.4	
740	10/9/2016	5:09:57 AM	48.8	22.0	
741	10/9/2016	6:09:57 AM	49.4	21.6	
742	10/9/2016	7:09:57 AM	49.7	22.7	
743	10/9/2016	8:09:57 AM	48.1	24.3	
744	10/9/2016	9:09:57 AM	46.4	26.0	
745	10/9/2016	10:09:57 AM	43.4	27.1	
746	10/9/2016	11:09:57 AM	39.4	28.1	
747	10/9/2016	12:09:57 PM	38.2	29.3	
748	10/9/2016	1:09:57 PM	41.4	28.2	
749	10/9/2016	2:09:57 PM	41.7	28.2	
750	10/9/2016	3:09:57 PM	40.0	28.7	
751	10/9/2016	4:09:57 PM	39.3	28.8	
752	10/9/2016	5:09:57 PM	39.7	28.4	
753	10/9/2016	6:09:57 PM	40.9	28.1	
754	10/9/2016	7:09:57 PM	42.0	27.6	
755	10/9/2016	8:09:57 PM	43.9	27.2	
756	10/9/2016	9:09:57 PM	45.8	26.6	
757	10/9/2016	10:09:57 PM	45.3	26.3	
758	10/9/2016	11:09:57 PM	58.5	23.9	
759	10/10/2016	12:09:57 AM	60.1	22.3	
760	10/10/2016	1:09:57 AM	60.8	21.3	
761	10/10/2016	2:09:57 AM	59.1	20.6	
762	10/10/2016	3:09:57 AM	57.0	20.0	
763	10/10/2016	4:09:57 AM	56.8	19.8	
764	10/10/2016	5:09:57 AM	57.6	19.4	
765	10/10/2016	6:09:57 AM	58.6	18.8	
766	10/10/2016	7:09:57 AM	58.2	18.7	
767	10/10/2016	8:09:57 AM	56.2	19.3	
768	10/10/2016	9:09:57 AM	53.7	19.9	
769	10/10/2016	10:09:57 AM	50.0	21.4	
770	10/10/2016	11:09:57 AM	46.7	22.9	
771	10/10/2016	12:09:57 PM	42.4	25.2	
772	10/10/2016	1:09:57 PM	40.5	26.6	
773	10/10/2016	2:09:57 PM	38.9	27.8	
774	10/10/2016	3:09:57 PM	37.3	29.1	
775	10/10/2016	4:09:57 PM	36.3	30.1	
776	10/10/2016	5:09:57 PM	32.0	32.2	
777	10/10/2016	6:09:57 PM	37.2	28.8	
778	10/10/2016	7:09:57 PM	41.0	26.8	
779	10/10/2016	8:09:57 PM	42.6	26.0	
780	10/10/2016	9:09:57 PM	44.7	25.2	
781	10/10/2016	10:09:57 PM	47.4	24.5	
782	10/10/2016	11:09:57 PM	48.8	24.1	
783	10/11/2016	12:09:57 AM	49.4	23.1	
784	10/11/2016	1:09:57 AM	50.6	21.7	
785	10/11/2016	2:09:57 AM	52.8	20.9	
786	10/11/2016	3:09:57 AM	52.0	20.6	
787	10/11/2016	4:09:57 AM	54.6	20.0	
788	10/11/2016	5:09:57 AM	54.0	19.5	
789	10/11/2016	6:09:57 AM	57.0	19.5	
790	10/11/2016	7:09:57 AM	60.3	20.7	
791	10/11/2016	8:09:57 AM	57.5	22.6	
792	10/11/2016	9:09:57 AM	53.2	24.5	
793	10/11/2016	10:09:57 AM	49.7	26.3	
794	10/11/2016	11:09:57 AM	45.4	28.3	
795	10/11/2016	12:09:57 PM	41.6	30.1	
796	10/11/2016	1:09:57 PM	38.8	31.5	
797	10/11/2016	2:09:57 PM	35.3	32.8	
798	10/11/2016	3:09:57 PM	32.8	33.3	
799	10/11/2016	4:09:57 PM	30.1	34.2	
800	10/11/2016	5:09:57 PM	23.2	37.8	
801	10/11/2016	6:09:57 PM	31.1	34.0	
802	10/11/2016	7:09:57 PM	30.3	32.2	
803	10/11/2016	8:09:57 PM	31.9	31.6	
804	10/11/2016	9:09:57 PM	31.6	30.6	
805	10/11/2016	10:09:57 PM	32.1	29.7	
806	10/11/2016	11:09:57 PM	33.2	29.1	
807	10/12/2016	12:09:57 AM	34.8	28.2	
808	10/12/2016	1:09:57 AM	36.1	27.1	
809	10/12/2016	2:09:57 AM	37.7	27.2	
810	10/12/2016	3:09:57 AM	39.7	26.4	
811	10/12/2016	4:09:57 AM	40.6	25.0	
812	10/12/2016	5:09:57 AM	41.7	24.6	
813	10/12/2016	6:09:57 AM	43.4	23.7	
814	10/12/2016	7:09:57 AM	43.1	25.3	
815	10/12/2016	8:09:57 AM	42.7	27.1	
816	10/12/2016	9:09:57 AM	41.0	29.6	
817	10/12/2016	10:09:57 AM	38.4	31.9	
818	10/12/2016	11:09:57 AM	33.6	34.1	
819	10/12/2016	12:09:57 PM	33.5	34.8	
820	10/12/2016	1:09:57 PM	34.0	35.7	
821	10/12/2016	2:09:57 PM	35.0	35.5	
822	10/12/2016	3:09:57 PM	35.5	35.3	
823	10/12/2016	4:09:57 PM	34.7	35.2	
824	10/12/2016	5:09:57 PM	34.7	33.8	
825	10/12/2016	6:09:57 PM	39.1	30.8	
826	10/12/2016	7:09:57 PM	44.2	28.3	
827	10/12/2016	8:09:57 PM	46.8	26.8	
828	10/12/2016	9:09:57 PM	47.7	25.1	
829	10/12/2016	10:09:57 PM	49.5	23.8	
830	10/12/2016	11:09:57 PM	44.7	22.9	
831	10/13/2016	12:09:57 AM	49.4	21.9	
832	10/13/2016	1:09:57 AM	54.4	21.7	
833	10/13/2016	2:09:57 AM	55.7	21.7	
834	10/13/2016	3:09:57 AM	57.2	21.4	
835	10/13/2016	4:09:57 AM	58.0	21.1	
836	10/13/2016	5:09:57 AM	59.0	20.9	
837	10/13/2016	6:09:57 AM	60.4	20.6	
838	10/13/2016	7:09:57 AM	59.8	20.8	
839	10/13/2016	8:09:57 AM	58.9	21.2	
840	10/13/2016	9:09:57 AM	56.1	22.1	
841	10/13/2016	10:09:57 AM	52.2	23.6	
842	10/13/2016	11:09:57 AM	46.2	25.3	
843	10/13/2016	12:09:57 PM	44.3	25.7	
844	10/13/2016	1:09:57 PM	43.2	26.3	
845	10/13/2016	2:09:57 PM	42.4	27.1	
846	10/13/2016	3:09:57 PM	41.4	27.6	
847	10/13/2016	4:09:57 PM	40.6	27.7	
848	10/13/2016	5:09:57 PM	42.7	26.6	
849	10/13/2016	6:09:57 PM	45.1	25.6	
850	10/13/2016	7:09:57 PM	47.9	25.1	
851	10/13/2016	8:09:57 PM	47.4	24.6	
852	10/13/2016	9:09:57 PM	48.3	24.0	
853	10/13/2016	10:09:57 PM	51.1	23.1	
854	10/13/2016	11:09:57 PM	53.1	22.5	
855	10/14/2016	12:09:57 AM	57.3	21.9	
856	10/14/2016	1:09:57 AM	61.8	21.0	
857	10/14/2016	2:09:57 AM	62.1	20.9	
858	10/14/2016	3:09:57 AM	64.6	20.3	
859	10/14/2016	4:09:57 AM	63.4	19.9	
860	10/14/2016	5:09:57 AM	64.6	19.5	
861	10/14/2016	6:09:57 AM	65.4	19.6	
862	10/14/2016	7:09:57 AM	65.4	19.7	
863	10/14/2016	8:09:57 AM	63.1	20.1	
864	10/14/2016	9:09:57 AM	60.3	20.8	
865	10/14/2016	10:09:57 AM	57.1	21.9	
866	10/14/2016	11:09:57 AM	54.6	22.4	
867	10/14/2016	12:09:57 PM	52.0	23.3	
868	10/14/2016	1:09:57 PM	48.6	24.6	
869	10/14/2016	2:09:57 PM	45.5	25.7	
870	10/14/2016	3:09:57 PM	43.7	25.9	
871	10/14/2016	4:09:57 PM	43.3	25.8	
872	10/14/2016	5:09:57 PM	43.4	25.7	
873	10/14/2016	6:09:57 PM	43.6	25.3	
874	10/14/2016	7:09:57 PM	44.7	25.0	
875	10/14/2016	8:09:57 PM	45.3	24.7	
876	10/14/2016	9:09:57 PM	52.8	23.9	
877	10/14/2016	10:09:57 PM	55.8	22.9	
878	10/14/2016	11:09:57 PM	57.4	22.5	
879	10/15/2016	12:09:57 AM	58.9	22.0	
880	10/15/2016	1:09:57 AM	59.6	21.5	
881	10/15/2016	2:09:57 AM	60.0	20.7	
882	10/15/2016	3:09:57 AM	59.7	19.7	
883	10/15/2016	4:09:57 AM	61.2	19.4	
884	10/15/2016	5:09:57 AM	61.9	18.9	
885	10/15/2016	6:09:57 AM	63.4	19.7	
886	10/15/2016	7:09:57 AM	64.0	20.6	
887	10/15/2016	8:09:57 AM	58.2	21.9	
888	10/15/2016	9:09:57 AM	53.3	23.4	
889	10/15/2016	10:09:57 AM	50.0	25.1	
890	10/15/2016	11:09:57 AM	45.6	26.8	
891	10/15/2016	12:09:57 PM	42.4	28.3	
892	10/15/2016	1:09:57 PM	39.6	29.6	
893	10/15/2016	2:09:57 PM	37.6	30.8	
894	10/15/2016	3:09:57 PM	36.5	31.7	
895	10/15/2016	4:09:57 PM	33.3	33.0	
896	10/15/2016	5:09:57 PM	31.5	35.0	
897	10/15/2016	6:09:57 PM	34.5	33.1	
898	10/15/2016	7:09:57 PM	34.3	30.8	
899	10/15/2016	8:09:57 PM	36.8	30.0	
900	10/15/2016	9:09:57 PM	36.6	29.4	
901	10/15/2016	10:09:57 PM	37.3	28.3	
902	10/15/2016	11:09:57 PM	38.1	27.6	
903	10/16/2016	12:09:57 AM	39.4	26.6	
904	10/16/2016	1:09:57 AM	40.5	25.9	
905	10/16/2016	2:09:57 AM	41.0	24.6	
906	10/16/2016	3:09:57 AM	42.2	24.2	
907	10/16/2016	4:09:57 AM	46.9	23.3	
908	10/16/2016	5:09:57 AM	46.1	23.3	
909	10/16/2016	6:09:57 AM	47.2	23.2	
910	10/16/2016	7:09:57 AM	45.6	24.5	
911	10/16/2016	8:09:57 AM	44.3	25.9	
912	10/16/2016	9:09:57 AM	40.3	27.9	
913	10/16/2016	10:09:57 AM	36.6	30.0	
914	10/16/2016	11:09:57 AM	31.1	32.3	
915	10/16/2016	12:09:57 PM	23.6	34.4	
916	10/16/2016	1:09:57 PM	23.5	34.8	
917	10/16/2016	2:09:57 PM	17.2	37.3	
918	10/16/2016	3:09:57 PM	18.5	37.3	
919	10/16/2016	4:09:57 PM	19.0	38.2	
920	10/16/2016	5:09:57 PM	18.3	39.4	
921	10/16/2016	6:09:57 PM	22.5	37.2	
922	10/16/2016	7:09:57 PM	22.8	35.4	
923	10/16/2016	8:09:57 PM	23.3	34.6	
924	10/16/2016	9:09:57 PM	22.4	33.7	
925	10/16/2016	10:09:57 PM	22.5	32.7	
926	10/16/2016	11:09:57 PM	23.0	32.4	
927	10/17/2016	12:09:57 AM	24.2	31.3	
928	10/17/2016	1:09:57 AM	26.9	30.7	
929	10/17/2016	2:09:57 AM	37.7	29.3	
930	10/17/2016	3:09:57 AM	46.8	26.7	
931	10/17/2016	4:09:57 AM	54.3	24.9	
932	10/17/2016	5:09:57 AM	46.8	23.3	
933	10/17/2016	6:09:57 AM	50.7	22.4	
934	10/17/2016	7:09:57 AM	53.8	22.5	
935	10/17/2016	8:09:57 AM	54.3	22.5	
936	10/17/2016	9:09:57 AM	54.7	22.7	
937	10/17/2016	10:09:57 AM	56.3	22.8	
938	10/17/2016	11:09:57 AM	56.0	23.1	
939	10/17/2016	12:09:57 PM	55.1	23.6	
940	10/17/2016	1:09:57 PM	52.2	24.1	
941	10/17/2016	2:09:57 PM	49.6	24.7	
942	10/17/2016	3:09:57 PM	47.9	25.3	
943	10/17/2016	4:09:57 PM	46.9	25.5	
944	10/17/2016	5:09:57 PM	47.8	25.0	
945	10/17/2016	6:09:57 PM	48.5	24.5	
946	10/17/2016	7:09:57 PM	48.2	24.1	
947	10/17/2016	8:09:57 PM	47.7	23.8	
948	10/17/2016	9:09:57 PM	51.1	23.3	
949	10/17/2016	10:09:57 PM	55.8	21.7	
950	10/17/2016	11:09:57 PM	56.0	21.6	
951	10/18/2016	12:09:57 AM	56.0	21.1	
952	10/18/2016	1:09:57 AM	59.1	20.7	
953	10/18/2016	2:09:57 AM	62.9	19.5	
954	10/18/2016	3:09:57 AM	65.0	19.1	
955	10/18/2016	4:09:57 AM	67.0	18.4	
956	10/18/2016	5:09:57 AM	66.1	18.3	
957	10/18/2016	6:09:57 AM	65.1	18.6	
958	10/18/2016	7:09:57 AM	63.7	18.9	
959	10/18/2016	8:09:57 AM	62.7	19.5	
960	10/18/2016	9:09:57 AM	62.3	19.8	
961	10/18/2016	10:09:57 AM	60.5	20.0	
962	10/18/2016	11:09:57 AM	63.9	19.9	
963	10/18/2016	12:09:57 PM	65.8	19.9	
964	10/18/2016	1:09:57 PM	64.6	20.3	
965	10/18/2016	2:09:57 PM	63.4	20.7	
966	10/18/2016	3:09:57 PM	59.7	20.9	
967	10/18/2016	4:09:57 PM	60.1	20.9	
968	10/18/2016	5:09:57 PM	59.5	20.8	
969	10/18/2016	6:09:57 PM	61.0	20.6	
970	10/18/2016	7:09:57 PM	63.0	20.4	
971	10/18/2016	8:09:57 PM	63.4	20.2	
972	10/18/2016	9:09:57 PM	64.3	20.1	
973	10/18/2016	10:09:57 PM	64.3	20.1	
974	10/18/2016	11:09:57 PM	63.8	20.0	
975	10/19/2016	12:09:57 AM	65.4	19.9	
976	10/19/2016	1:09:57 AM	67.4	19.9	
977	10/19/2016	2:09:57 AM	70.6	19.7	
978	10/19/2016	3:09:57 AM	70.9	19.6	
979	10/19/2016	4:09:57 AM	76.9	19.0	
980	10/19/2016	5:09:57 AM	79.2	18.0	
981	10/19/2016	6:09:57 AM	79.9	17.7	
982	10/19/2016	7:09:57 AM	77.8	18.7	
983	10/19/2016	8:09:57 AM	75.8	19.5	
984	10/19/2016	9:09:57 AM	73.8	20.2	
985	10/19/2016	10:09:57 AM	72.5	21.0	
986	10/19/2016	11:09:57 AM	70.6	22.1	
987	10/19/2016	12:09:57 PM	66.3	23.4	
988	10/19/2016	1:09:57 PM	63.6	24.1	
989	10/19/2016	2:09:57 PM	59.0	25.2	
990	10/19/2016	3:09:57 PM	61.3	25.0	
991	10/19/2016	4:09:57 PM	59.6	24.7	
992	10/19/2016	5:09:57 PM	59.7	24.6	
993	10/19/2016	6:09:57 PM	59.8	24.2	
994	10/19/2016	7:09:57 PM	62.8	24.1	
995	10/19/2016	8:09:57 PM	63.9	23.8	
996	10/19/2016	9:09:57 PM	63.8	23.2	
997	10/19/2016	10:09:57 PM	64.7	23.1	
998	10/19/2016	11:09:57 PM	65.0	22.8	
999	10/20/2016	12:09:57 AM	65.8	22.0	
1000	10/20/2016	1:09:57 AM	66.4	21.7	
1001	10/20/2016	2:09:57 AM	67.0	21.7	
1002	10/20/2016	3:09:57 AM	67.5	21.3	
1003	10/20/2016	4:09:57 AM	68.7	21.1	
1004	10/20/2016	5:09:57 AM	68.4	21.2	
1005	10/20/2016	6:09:57 AM	69.6	21.4	
1006	10/20/2016	7:09:57 AM	70.4	22.3	
1007	10/20/2016	8:09:57 AM	69.2	23.1	
1008	10/20/2016	9:09:57 AM	66.6	23.9	
1009	10/20/2016	10:09:57 AM	64.7	25.1	
1010	10/20/2016	11:09:57 AM	60.2	26.1	
1011	10/20/2016	12:09:57 PM	51.6	28.5	
1012	10/20/2016	1:09:57 PM	50.5	29.3	
1013	10/20/2016	2:09:57 PM	47.5	30.1	
1014	10/20/2016	3:09:57 PM	45.3	30.7	
1015	10/20/2016	4:09:57 PM	42.4	31.5	
1016	10/20/2016	5:09:57 PM	40.3	31.4	
1017	10/20/2016	6:09:57 PM	42.4	30.6	
1018	10/20/2016	7:09:57 PM	43.8	29.5	
1019	10/20/2016	8:09:57 PM	45.9	28.7	
1020	10/20/2016	9:09:57 PM	45.9	27.9	
1021	10/20/2016	10:09:57 PM	46.7	27.4	
1022	10/20/2016	11:09:57 PM	47.9	26.8	
1023	10/21/2016	12:09:57 AM	49.1	26.3	
1024	10/21/2016	1:09:57 AM	55.9	25.3	
1025	10/21/2016	2:09:57 AM	57.9	25.1	
1026	10/21/2016	3:09:57 AM	58.6	24.7	
1027	10/21/2016	4:09:57 AM	59.7	24.3	
