Index	Date	Time	Readings (%RH)	Readings (�C)	Type
1028	10/21/2016	5:09:57 AM	60.5	23.9	
1029	10/21/2016	6:09:57 AM	61.7	23.6	
1030	10/21/2016	7:09:57 AM	63.7	23.6	
1031	10/21/2016	8:09:57 AM	62.1	23.9	
1032	10/21/2016	9:09:57 AM	56.9	25.1	
1033	10/21/2016	10:09:57 AM	51.8	26.4	
1034	10/21/2016	11:09:57 AM	47.3	28.2	
1035	10/21/2016	12:09:57 PM	44.7	29.4	
1036	10/21/2016	1:09:57 PM	43.5	29.7	
1037	10/21/2016	2:09:57 PM	44.0	29.3	
1038	10/21/2016	3:09:57 PM	47.7	28.2	
1039	10/21/2016	4:09:57 PM	46.5	28.7	
1040	10/21/2016	5:09:57 PM	43.5	29.7	
1041	10/21/2016	6:09:57 PM	45.9	28.7	
1042	10/21/2016	7:09:57 PM	47.6	27.3	
1043	10/21/2016	8:09:57 PM	47.7	27.1	
1044	10/21/2016	9:09:57 PM	48.6	26.9	
1045	10/21/2016	10:09:57 PM	50.0	25.9	
1046	10/21/2016	11:09:57 PM	51.0	25.6	
1047	10/22/2016	12:09:57 AM	52.2	24.6	
1048	10/22/2016	1:09:57 AM	51.9	24.9	
1049	10/22/2016	2:09:57 AM	53.3	24.7	
1050	10/22/2016	3:09:57 AM	53.3	24.8	
1051	10/22/2016	4:09:57 AM	54.5	24.4	
1052	10/22/2016	5:09:57 AM	56.2	23.7	
1053	10/22/2016	6:09:57 AM	56.4	24.4	
1054	10/22/2016	7:09:57 AM	54.4	25.2	
1055	10/22/2016	8:09:57 AM	52.3	25.9	
1056	10/22/2016	9:09:57 AM	49.8	27.3	
1057	10/22/2016	10:09:57 AM	43.9	30.0	
1058	10/22/2016	11:09:57 AM	41.0	31.1	
1059	10/22/2016	12:09:57 PM	35.7	33.1	
1060	10/22/2016	1:09:57 PM	31.3	34.8	
1061	10/22/2016	2:09:57 PM	28.0	35.6	
1062	10/22/2016	3:09:57 PM	27.3	36.2	
1063	10/22/2016	4:09:57 PM	31.5	34.3	
1064	10/22/2016	5:09:57 PM	30.2	34.0	
1065	10/22/2016	6:09:57 PM	30.5	31.8	
1066	10/22/2016	7:09:57 PM	32.6	30.7	
1067	10/22/2016	8:09:57 PM	33.2	30.3	
1068	10/22/2016	9:09:57 PM	37.6	29.2	
1069	10/22/2016	10:09:57 PM	39.6	28.8	
1070	10/22/2016	11:09:57 PM	41.9	28.2	
1071	10/23/2016	12:09:57 AM	45.4	26.9	
1072	10/23/2016	1:09:57 AM	46.9	27.0	
1073	10/23/2016	2:09:57 AM	43.3	27.3	
1074	10/23/2016	3:09:57 AM	56.8	25.8	
1075	10/23/2016	4:09:57 AM	74.9	21.7	
1076	10/23/2016	5:09:57 AM	74.5	21.4	
1077	10/23/2016	6:09:57 AM	74.1	21.0	
1078	10/23/2016	7:09:57 AM	68.2	22.8	
1079	10/23/2016	8:09:57 AM	71.2	23.1	
1080	10/23/2016	9:09:57 AM	69.8	24.1	
1081	10/23/2016	10:09:57 AM	65.6	25.5	
1082	10/23/2016	11:09:57 AM	60.9	27.2	
1083	10/23/2016	12:09:57 PM	55.7	28.6	
1084	10/23/2016	1:09:57 PM	47.2	30.8	
1085	10/23/2016	2:09:57 PM	39.0	33.2	
1086	10/23/2016	3:09:57 PM	30.8	34.7	
1087	10/23/2016	4:09:57 PM	35.6	34.0	
1088	10/23/2016	5:09:57 PM	26.5	37.2	
1089	10/23/2016	6:09:57 PM	28.4	34.8	
1090	10/23/2016	7:09:57 PM	32.0	33.1	
1091	10/23/2016	8:09:57 PM	32.1	32.1	
1092	10/23/2016	9:09:57 PM	37.4	31.6	
1093	10/23/2016	10:09:57 PM	40.1	31.1	
1094	10/23/2016	11:09:57 PM	39.9	30.5	
1095	10/24/2016	12:09:57 AM	39.5	29.6	
1096	10/24/2016	1:09:57 AM	41.3	28.9	
1097	10/24/2016	2:09:57 AM	43.5	28.4	
1098	10/24/2016	3:09:57 AM	52.3	28.2	
1099	10/24/2016	4:09:57 AM	54.1	27.8	
1100	10/24/2016	5:09:57 AM	55.0	27.3	
1101	10/24/2016	6:09:57 AM	58.5	26.4	
1102	10/24/2016	7:09:57 AM	59.4	26.7	
1103	10/24/2016	8:09:57 AM	58.5	27.2	
1104	10/24/2016	9:09:57 AM	55.5	28.6	
1105	10/24/2016	10:09:57 AM	50.8	30.0	
1106	10/24/2016	11:09:57 AM	46.8	31.6	
1107	10/24/2016	12:09:57 PM	43.3	33.1	
1108	10/24/2016	1:09:57 PM	40.6	34.1	
1109	10/24/2016	2:09:57 PM	36.3	35.5	
1110	10/24/2016	3:09:57 PM	33.9	36.2	
1111	10/24/2016	4:09:57 PM	33.6	36.3	
1112	10/24/2016	5:09:57 PM	30.2	37.7	
1113	10/24/2016	6:09:57 PM	33.9	36.4	
1114	10/24/2016	7:09:57 PM	34.7	34.8	
1115	10/24/2016	8:09:57 PM	36.7	34.2	
1116	10/24/2016	9:09:57 PM	37.7	33.7	
1117	10/24/2016	10:09:57 PM	38.6	33.1	
1118	10/24/2016	11:09:57 PM	37.1	32.6	
1119	10/25/2016	12:09:57 AM	37.1	31.7	
1120	10/25/2016	1:09:57 AM	39.8	30.9	
1121	10/25/2016	2:09:57 AM	60.8	26.2	
1122	10/25/2016	3:09:57 AM	63.5	25.6	
1123	10/25/2016	4:09:57 AM	64.0	25.4	
1124	10/25/2016	5:09:57 AM	65.4	24.3	
1125	10/25/2016	6:09:57 AM	63.4	24.3	
1126	10/25/2016	7:09:57 AM	58.6	25.7	
1127	10/25/2016	8:09:57 AM	58.0	25.8	
1128	10/25/2016	9:09:57 AM	55.5	26.7	
1129	10/25/2016	10:09:57 AM	49.0	28.4	
1130	10/25/2016	11:09:57 AM	42.9	30.4	
1131	10/25/2016	12:09:57 PM	39.0	31.8	
1132	10/25/2016	1:09:57 PM	39.3	32.6	
1133	10/25/2016	2:09:57 PM	35.4	33.3	
1134	10/25/2016	3:09:57 PM	33.5	34.3	
1135	10/25/2016	4:09:57 PM	31.2	35.1	
1136	10/25/2016	5:09:57 PM	27.7	37.6	
1137	10/25/2016	6:09:57 PM	31.1	33.9	
1138	10/25/2016	7:09:57 PM	34.3	32.3	
1139	10/25/2016	8:09:57 PM	37.7	31.6	
1140	10/25/2016	9:09:57 PM	41.2	30.7	
1141	10/25/2016	10:09:57 PM	45.4	29.8	
1142	10/25/2016	11:09:57 PM	56.8	28.5	
1143	10/26/2016	12:09:57 AM	61.5	26.9	
1144	10/26/2016	1:09:57 AM	60.4	26.8	
1145	10/26/2016	2:09:57 AM	61.6	25.9	
1146	10/26/2016	3:09:57 AM	61.7	24.9	
1147	10/26/2016	4:09:57 AM	61.6	24.8	
1148	10/26/2016	5:09:57 AM	63.1	24.5	
1149	10/26/2016	6:09:57 AM	65.0	24.5	
1150	10/26/2016	7:09:57 AM	66.9	24.4	
1151	10/26/2016	8:09:57 AM	68.4	24.9	
1152	10/26/2016	9:09:57 AM	72.6	24.5	
1153	10/26/2016	10:09:57 AM	71.4	24.7	
1154	10/26/2016	11:09:57 AM	72.5	25.1	
1155	10/26/2016	12:09:57 PM	69.0	25.6	
1156	10/26/2016	1:09:57 PM	62.7	26.9	
1157	10/26/2016	2:09:57 PM	57.6	28.4	
1158	10/26/2016	3:09:57 PM	53.8	29.6	
1159	10/26/2016	4:09:57 PM	49.5	30.8	
1160	10/26/2016	5:09:57 PM	46.7	31.2	
1161	10/26/2016	6:09:57 PM	51.6	28.9	
1162	10/26/2016	7:09:57 PM	51.9	28.6	
1163	10/26/2016	8:09:57 PM	52.8	28.2	
1164	10/26/2016	9:09:57 PM	53.1	27.8	
1165	10/26/2016	10:09:57 PM	53.9	27.5	
1166	10/26/2016	11:09:57 PM	54.9	27.1	
1167	10/27/2016	12:09:57 AM	55.4	26.7	
1168	10/27/2016	1:09:57 AM	56.6	26.2	
1169	10/27/2016	2:09:57 AM	60.0	25.8	
1170	10/27/2016	3:09:57 AM	61.2	25.7	
1171	10/27/2016	4:09:57 AM	66.3	24.3	
1172	10/27/2016	5:09:57 AM	63.4	24.9	
1173	10/27/2016	6:09:57 AM	63.9	25.0	
1174	10/27/2016	7:09:57 AM	66.6	25.3	
1175	10/27/2016	8:09:57 AM	64.6	26.2	
1176	10/27/2016	9:09:57 AM	59.8	27.6	
1177	10/27/2016	10:09:57 AM	57.0	28.7	
1178	10/27/2016	11:09:57 AM	51.7	29.8	
1179	10/27/2016	12:09:57 PM	45.6	32.1	
1180	10/27/2016	1:09:57 PM	41.7	33.1	
1181	10/27/2016	2:09:57 PM	34.8	34.7	
1182	10/27/2016	3:09:57 PM	33.1	35.4	
1183	10/27/2016	4:09:57 PM	29.1	36.7	
1184	10/27/2016	5:09:57 PM	25.9	38.4	
1185	10/27/2016	6:09:57 PM	29.0	35.4	
1186	10/27/2016	7:09:57 PM	30.8	33.8	
1187	10/27/2016	8:09:57 PM	32.4	33.0	
1188	10/27/2016	9:09:57 PM	32.2	32.2	
1189	10/27/2016	10:09:57 PM	32.7	31.6	
1190	10/27/2016	11:09:57 PM	33.1	30.7	
1191	10/28/2016	12:09:57 AM	35.4	29.8	
1192	10/28/2016	1:09:57 AM	37.6	28.7	
1193	10/28/2016	2:09:57 AM	39.1	27.4	
1194	10/28/2016	3:09:57 AM	39.8	27.2	
1195	10/28/2016	4:09:57 AM	41.4	26.1	
1196	10/28/2016	5:09:57 AM	43.5	25.6	
1197	10/28/2016	6:09:57 AM	45.4	25.3	
1198	10/28/2016	7:09:57 AM	42.2	27.3	
1199	10/28/2016	8:09:57 AM	39.3	28.8	
1200	10/28/2016	9:09:57 AM	35.2	30.7	
1201	10/28/2016	10:09:57 AM	30.8	32.7	
1202	10/28/2016	11:09:57 AM	26.8	34.9	
1203	10/28/2016	12:09:57 PM	24.5	36.2	
1204	10/28/2016	1:09:57 PM	21.4	37.6	
1205	10/28/2016	2:09:57 PM	21.2	37.7	
1206	10/28/2016	3:09:57 PM	20.6	38.2	
1207	10/28/2016	4:09:57 PM	19.0	39.2	
1208	10/28/2016	5:09:57 PM	16.7	41.6	
1209	10/28/2016	6:09:57 PM	18.9	38.2	
1210	10/28/2016	7:09:57 PM	22.0	35.9	
1211	10/28/2016	8:09:57 PM	24.5	34.6	
1212	10/28/2016	9:09:57 PM	24.8	33.7	
1213	10/28/2016	10:09:57 PM	24.7	32.6	
1214	10/28/2016	11:09:57 PM	27.0	31.3	
1215	10/29/2016	12:09:57 AM	27.9	30.6	
1216	10/29/2016	1:09:57 AM	28.0	29.3	
1217	10/29/2016	2:09:57 AM	36.4	29.3	
1218	10/29/2016	3:09:57 AM	45.0	28.8	
1219	10/29/2016	4:09:57 AM	47.0	28.6	
1220	10/29/2016	5:09:57 AM	47.7	28.1	
1221	10/29/2016	6:09:57 AM	54.5	27.6	
1222	10/29/2016	7:09:57 AM	52.6	28.8	
1223	10/29/2016	8:09:57 AM	49.2	29.6	
1224	10/29/2016	9:09:57 AM	43.8	30.7	
1225	10/29/2016	10:09:57 AM	36.9	32.2	
1226	10/29/2016	11:09:57 AM	31.8	33.8	
1227	10/29/2016	12:09:57 PM	27.9	35.6	
1228	10/29/2016	1:09:57 PM	24.6	36.4	
1229	10/29/2016	2:09:57 PM	20.5	38.2	
1230	10/29/2016	3:09:57 PM	19.1	38.6	
1231	10/29/2016	4:09:57 PM	16.6	39.9	
1232	10/29/2016	5:09:57 PM	14.6	41.7	
1233	10/29/2016	6:09:57 PM	16.2	39.8	
1234	10/29/2016	7:09:57 PM	18.4	36.9	
1235	10/29/2016	8:09:57 PM	20.1	35.6	
1236	10/29/2016	9:09:57 PM	22.5	34.0	
1237	10/29/2016	10:09:57 PM	23.0	32.7	
1238	10/29/2016	11:09:57 PM	23.1	31.9	
1239	10/30/2016	12:09:57 AM	24.9	31.4	
1240	10/30/2016	1:09:57 AM	26.7	29.7	
1241	10/30/2016	2:09:57 AM	26.7	29.9	
1242	10/30/2016	3:09:57 AM	28.8	29.1	
1243	10/30/2016	4:09:57 AM	29.6	27.4	
1244	10/30/2016	5:09:57 AM	32.3	27.9	
1245	10/30/2016	6:09:57 AM	33.2	27.0	
1246	10/30/2016	7:09:57 AM	33.1	28.2	
1247	10/30/2016	8:09:57 AM	30.9	30.2	
1248	10/30/2016	9:09:57 AM	27.1	31.9	
1249	10/30/2016	10:09:57 AM	24.9	33.9	
1250	10/30/2016	11:09:57 AM	22.1	35.9	
1251	10/30/2016	12:09:57 PM	21.1	36.8	
1252	10/30/2016	1:09:57 PM	18.6	38.8	
1253	10/30/2016	2:09:57 PM	16.6	39.2	
1254	10/30/2016	3:09:57 PM	15.1	39.6	
1255	10/30/2016	4:09:57 PM	16.7	41.2	
1256	10/30/2016	5:09:57 PM	15.7	40.4	
1257	10/30/2016	6:09:57 PM	24.0	38.1	
1258	10/30/2016	7:09:57 PM	32.5	34.9	
1259	10/30/2016	8:09:57 PM	37.6	33.3	
1260	10/30/2016	9:09:57 PM	42.9	31.4	
1261	10/30/2016	10:09:57 PM	47.7	29.7	
1262	10/30/2016	11:09:57 PM	51.1	28.2	
1263	10/31/2016	12:09:57 AM	52.8	27.6	
1264	10/31/2016	1:09:57 AM	56.4	26.3	
1265	10/31/2016	2:09:57 AM	56.1	26.3	
1266	10/31/2016	3:09:57 AM	57.3	25.9	
1267	10/31/2016	4:09:57 AM	58.5	25.4	
1268	10/31/2016	5:09:57 AM	59.3	25.0	
1269	10/31/2016	6:09:57 AM	58.8	24.8	
1270	10/31/2016	7:09:57 AM	56.7	25.8	
1271	10/31/2016	8:09:57 AM	56.1	26.4	
1272	10/31/2016	9:09:57 AM	53.5	27.4	
1273	10/31/2016	10:09:57 AM	49.8	28.9	
1274	10/31/2016	11:09:57 AM	42.8	31.1	
1275	10/31/2016	12:09:57 PM	37.0	32.6	
1276	10/31/2016	1:09:57 PM	34.4	34.3	
1277	10/31/2016	2:09:57 PM	31.0	35.4	
1278	10/31/2016	3:09:57 PM	27.1	36.7	
1279	10/31/2016	4:09:57 PM	25.7	38.1	
1280	10/31/2016	5:09:57 PM	21.7	39.3	
1281	10/31/2016	6:09:57 PM	21.6	37.7	
1282	10/31/2016	7:09:57 PM	25.0	35.9	
1283	10/31/2016	8:09:57 PM	25.2	35.0	
1284	10/31/2016	9:09:57 PM	26.1	33.9	
1285	10/31/2016	10:09:57 PM	41.5	32.3	
1286	10/31/2016	11:09:57 PM	51.7	29.0	
1287	11/1/2016	12:09:57 AM	54.0	27.7	
1288	11/1/2016	1:09:57 AM	55.7	26.9	
1289	11/1/2016	2:09:57 AM	58.2	26.4	
1290	11/1/2016	3:09:57 AM	59.9	25.9	
1291	11/1/2016	4:09:57 AM	60.8	25.4	
1292	11/1/2016	5:09:57 AM	61.6	25.4	
1293	11/1/2016	6:09:57 AM	62.7	25.3	
1294	11/1/2016	7:09:57 AM	61.5	25.4	
1295	11/1/2016	8:09:57 AM	65.7	24.8	
1296	11/1/2016	9:09:57 AM	61.3	26.1	
1297	11/1/2016	10:09:57 AM	58.1	27.3	
1298	11/1/2016	11:09:57 AM	56.0	28.5	
1299	11/1/2016	12:09:57 PM	62.2	27.1	
1300	11/1/2016	1:09:57 PM	63.5	26.5	
1301	11/1/2016	2:09:57 PM	58.6	27.6	
1302	11/1/2016	3:09:57 PM	51.7	29.7	
1303	11/1/2016	4:09:57 PM	51.1	29.4	
1304	11/1/2016	5:09:57 PM	48.9	30.1	
1305	11/1/2016	6:09:57 PM	49.0	29.9	
1306	11/1/2016	7:09:57 PM	51.1	28.8	
1307	11/1/2016	8:09:57 PM	53.6	28.2	
1308	11/1/2016	9:09:57 PM	57.0	27.4	
1309	11/1/2016	10:09:57 PM	60.6	26.6	
1310	11/1/2016	11:09:57 PM	61.5	26.1	
1311	11/2/2016	12:09:57 AM	62.2	25.4	
1312	11/2/2016	1:09:57 AM	61.9	25.0	
1313	11/2/2016	2:09:57 AM	61.7	24.8	
1314	11/2/2016	3:09:57 AM	61.9	25.1	
1315	11/2/2016	4:09:57 AM	63.0	24.8	
1316	11/2/2016	5:09:57 AM	61.9	23.8	
1317	11/2/2016	6:09:57 AM	69.1	22.8	
1318	11/2/2016	7:09:57 AM	71.3	23.1	
1319	11/2/2016	8:09:57 AM	71.2	23.8	
1320	11/2/2016	9:09:57 AM	74.1	23.9	
1321	11/2/2016	10:09:57 AM	69.3	25.1	
1322	11/2/2016	11:09:57 AM	64.6	26.1	
1323	11/2/2016	12:09:57 PM	63.9	26.9	
1324	11/2/2016	1:09:57 PM	61.8	27.3	
1325	11/2/2016	2:09:57 PM	59.2	27.7	
1326	11/2/2016	3:09:57 PM	57.8	28.1	
1327	11/2/2016	4:09:57 PM	55.9	28.7	
1328	11/2/2016	5:09:57 PM	56.2	27.8	
1329	11/2/2016	6:09:57 PM	58.9	27.0	
1330	11/2/2016	7:09:57 PM	59.8	26.7	
1331	11/2/2016	8:09:57 PM	60.5	26.2	
1332	11/2/2016	9:09:57 PM	61.4	25.8	
1333	11/2/2016	10:09:57 PM	62.9	25.4	
1334	11/2/2016	11:09:57 PM	62.6	25.5	
1335	11/3/2016	12:09:57 AM	62.7	25.3	
1336	11/3/2016	1:09:57 AM	62.1	25.2	
1337	11/3/2016	2:09:57 AM	65.4	24.4	
1338	11/3/2016	3:09:57 AM	66.2	24.3	
1339	11/3/2016	4:09:57 AM	65.3	24.3	
1340	11/3/2016	5:09:57 AM	66.4	23.9	
1341	11/3/2016	6:09:57 AM	66.0	23.9	
1342	11/3/2016	7:09:57 AM	69.2	23.7	
1343	11/3/2016	8:09:57 AM	66.6	24.8	
1344	11/3/2016	9:09:57 AM	63.2	25.6	
1345	11/3/2016	10:09:57 AM	62.2	26.1	
1346	11/3/2016	11:09:57 AM	60.2	26.8	
1347	11/3/2016	12:09:57 PM	53.2	29.2	
1348	11/3/2016	1:09:57 PM	50.7	29.7	
1349	11/3/2016	2:09:57 PM	47.7	30.7	
1350	11/3/2016	3:09:57 PM	43.9	31.6	
1351	11/3/2016	4:09:57 PM	46.3	31.9	
1352	11/3/2016	5:09:57 PM	42.9	32.2	
1353	11/3/2016	6:09:57 PM	39.0	32.9	
1354	11/3/2016	7:09:57 PM	43.1	31.1	
1355	11/3/2016	8:09:57 PM	43.3	30.1	
1356	11/3/2016	9:09:57 PM	46.1	29.3	
1357	11/3/2016	10:09:57 PM	48.7	28.3	
1358	11/3/2016	11:09:57 PM	49.5	27.6	
1359	11/4/2016	12:09:57 AM	51.1	26.8	
1360	11/4/2016	1:09:57 AM	51.6	26.6	
1361	11/4/2016	2:09:57 AM	53.3	25.7	
1362	11/4/2016	3:09:57 AM	54.8	25.1	
1363	11/4/2016	4:09:57 AM	54.3	24.8	
1364	11/4/2016	5:09:57 AM	56.2	24.1	
1365	11/4/2016	6:09:57 AM	58.4	24.3	
1366	11/4/2016	7:09:57 AM	57.5	25.8	
1367	11/4/2016	8:09:57 AM	55.5	27.0	
1368	11/4/2016	9:09:57 AM	50.1	28.2	
1369	11/4/2016	10:09:57 AM	45.3	30.0	
1370	11/4/2016	11:09:57 AM	42.6	31.9	
1371	11/4/2016	12:09:57 PM	39.4	33.2	
1372	11/4/2016	1:09:57 PM	36.5	34.3	
1373	11/4/2016	2:09:57 PM	33.5	35.4	
1374	11/4/2016	3:09:57 PM	31.3	35.8	
1375	11/4/2016	4:09:57 PM	27.2	36.9	
1376	11/4/2016	5:09:57 PM	28.0	39.3	
1377	11/4/2016	6:09:57 PM	27.8	36.7	
1378	11/4/2016	7:09:57 PM	30.8	34.8	
1379	11/4/2016	8:09:57 PM	33.2	34.0	
1380	11/4/2016	9:09:57 PM	33.7	33.3	
1381	11/4/2016	10:09:57 PM	34.6	32.7	
1382	11/4/2016	11:09:57 PM	35.6	32.2	
1383	11/5/2016	12:09:57 AM	36.3	31.2	
1384	11/5/2016	1:09:57 AM	37.4	30.5	
1385	11/5/2016	2:09:57 AM	39.9	29.6	
1386	11/5/2016	3:09:57 AM	40.6	28.6	
1387	11/5/2016	4:09:57 AM	41.4	28.3	
1388	11/5/2016	5:09:57 AM	40.1	28.3	
1389	11/5/2016	6:09:57 AM	43.1	27.0	
1390	11/5/2016	7:09:57 AM	42.7	28.2	
1391	11/5/2016	8:09:57 AM	41.4	29.9	
1392	11/5/2016	9:09:57 AM	36.6	31.4	
1393	11/5/2016	10:09:57 AM	33.1	33.2	
1394	11/5/2016	11:09:57 AM	30.7	34.6	
1395	11/5/2016	12:09:57 PM	26.5	35.8	
1396	11/5/2016	1:09:57 PM	22.7	38.1	
1397	11/5/2016	2:09:57 PM	21.7	38.1	
1398	11/5/2016	3:09:57 PM	22.7	38.4	
1399	11/5/2016	4:09:57 PM	21.5	39.1	
1400	11/5/2016	5:09:57 PM	18.8	40.9	
1401	11/5/2016	6:09:57 PM	19.3	38.5	
1402	11/5/2016	7:09:57 PM	22.7	35.9	
1403	11/5/2016	8:09:57 PM	23.5	34.7	
1404	11/5/2016	9:09:57 PM	24.4	33.8	
1405	11/5/2016	10:09:57 PM	25.8	32.8	
1406	11/5/2016	11:09:57 PM	27.4	31.8	
1407	11/6/2016	12:09:57 AM	28.8	31.0	
1408	11/6/2016	1:09:57 AM	29.9	30.3	
1409	11/6/2016	2:09:57 AM	31.0	29.6	
1410	11/6/2016	3:09:57 AM	34.1	29.1	
1411	11/6/2016	4:09:57 AM	37.4	28.4	
1412	11/6/2016	5:09:57 AM	38.4	27.8	
1413	11/6/2016	6:09:57 AM	39.4	27.9	
1414	11/6/2016	7:09:57 AM	39.6	28.8	
1415	11/6/2016	8:09:57 AM	36.0	30.2	
1416	11/6/2016	9:09:57 AM	32.6	32.1	
1417	11/6/2016	10:09:57 AM	29.9	33.6	
1418	11/6/2016	11:09:57 AM	29.2	34.7	
1419	11/6/2016	12:09:57 PM	26.9	35.6	
1420	11/6/2016	1:09:57 PM	25.8	37.2	
1421	11/6/2016	2:09:57 PM	25.8	37.6	
1422	11/6/2016	3:09:57 PM	23.8	38.0	
1423	11/6/2016	4:09:57 PM	21.9	38.9	
1424	11/6/2016	5:09:57 PM	18.5	41.4	
1425	11/6/2016	6:09:57 PM	20.3	39.0	
1426	11/6/2016	7:09:57 PM	23.7	36.4	
1427	11/6/2016	8:09:57 PM	25.3	35.3	
1428	11/6/2016	9:09:57 PM	27.1	34.3	
1429	11/6/2016	10:09:57 PM	28.9	33.6	
1430	11/6/2016	11:09:57 PM	28.9	33.1	
1431	11/7/2016	12:09:57 AM	30.5	32.4	
1432	11/7/2016	1:09:57 AM	47.1	30.4	
1433	11/7/2016	2:09:57 AM	55.5	28.2	
1434	11/7/2016	3:09:57 AM	57.9	27.6	
1435	11/7/2016	4:09:57 AM	59.6	26.9	
1436	11/7/2016	5:09:57 AM	61.3	26.6	
1437	11/7/2016	6:09:57 AM	59.4	27.3	
1438	11/7/2016	7:09:57 AM	59.3	27.2	
1439	11/7/2016	8:09:57 AM	57.9	27.4	
1440	11/7/2016	9:09:57 AM	55.9	28.1	
1441	11/7/2016	10:09:57 AM	50.9	29.6	
1442	11/7/2016	11:09:57 AM	49.1	30.0	
1443	11/7/2016	12:09:57 PM	52.9	28.3	
1444	11/7/2016	1:09:57 PM	51.8	28.3	
1445	11/7/2016	2:09:57 PM	47.6	29.2	
1446	11/7/2016	3:09:57 PM	47.6	29.2	
1447	11/7/2016	4:09:57 PM	46.6	29.2	
1448	11/7/2016	5:09:57 PM	49.2	29.0	
1449	11/7/2016	6:09:57 PM	51.0	28.4	
1450	11/7/2016	7:09:57 PM	52.6	27.9	
1451	11/7/2016	8:09:57 PM	55.3	27.2	
1452	11/7/2016	9:09:57 PM	57.4	26.7	
1453	11/7/2016	10:09:57 PM	63.6	26.1	
1454	11/7/2016	11:09:57 PM	66.2	25.1	
1455	11/8/2016	12:09:57 AM	66.2	24.8	
1456	11/8/2016	1:09:57 AM	65.5	24.8	
1457	11/8/2016	2:09:57 AM	66.6	24.7	
1458	11/8/2016	3:09:57 AM	67.1	24.5	
1459	11/8/2016	4:09:57 AM	66.6	24.5	
1460	11/8/2016	5:09:57 AM	67.6	24.4	
1461	11/8/2016	6:09:57 AM	67.5	24.6	
1462	11/8/2016	7:09:57 AM	66.5	25.1	
1463	11/8/2016	8:09:57 AM	65.4	25.6	
1464	11/8/2016	9:09:57 AM	62.6	26.5	
1465	11/8/2016	10:09:57 AM	53.4	28.5	
1466	11/8/2016	11:09:57 AM	47.5	30.3	
1467	11/8/2016	12:09:57 PM	43.0	31.3	
1468	11/8/2016	1:09:57 PM	38.3	32.8	
1469	11/8/2016	2:09:57 PM	32.7	34.2	
1470	11/8/2016	3:09:57 PM	30.9	34.0	
1471	11/8/2016	4:09:57 PM	25.5	36.1	
1472	11/8/2016	5:09:57 PM	25.7	35.9	
1473	11/8/2016	6:09:57 PM	28.9	34.7	
1474	11/8/2016	7:09:57 PM	28.5	33.5	
1475	11/8/2016	8:09:57 PM	32.2	32.8	
1476	11/8/2016	9:09:57 PM	30.7	31.9	
1477	11/8/2016	10:09:57 PM	30.5	31.2	
1478	11/8/2016	11:09:57 PM	33.1	30.3	
1479	11/9/2016	12:09:57 AM	33.5	29.9	
1480	11/9/2016	1:09:57 AM	33.3	29.7	
1481	11/9/2016	2:09:57 AM	36.4	29.4	
1482	11/9/2016	3:09:57 AM	38.8	29.1	
1483	11/9/2016	4:09:57 AM	41.1	28.8	
1484	11/9/2016	5:09:57 AM	48.5	28.4	
1485	11/9/2016	6:09:57 AM	55.8	28.1	
1486	11/9/2016	7:09:57 AM	60.1	28.0	
1487	11/9/2016	8:09:57 AM	60.7	27.7	
1488	11/9/2016	9:09:57 AM	59.8	28.0	
1489	11/9/2016	10:09:57 AM	57.2	28.6	
1490	11/9/2016	11:09:57 AM	51.5	30.3	
1491	11/9/2016	12:09:57 PM	45.3	31.7	
1492	11/9/2016	1:09:57 PM	42.1	32.3	
1493	11/9/2016	2:09:57 PM	41.3	32.7	
1494	11/9/2016	3:09:57 PM	40.1	32.2	
1495	11/9/2016	4:09:57 PM	41.9	32.1	
1496	11/9/2016	5:09:57 PM	38.0	33.1	
1497	11/9/2016	6:09:57 PM	37.1	33.1	
1498	11/9/2016	7:09:57 PM	39.2	32.2	
1499	11/9/2016	8:09:57 PM	40.1	31.6	
1500	11/9/2016	9:09:57 PM	41.2	31.1	
1501	11/9/2016	10:09:57 PM	43.8	31.0	
1502	11/9/2016	11:09:57 PM	44.0	30.5	
1503	11/10/2016	12:09:57 AM	44.6	30.3	
1504	11/10/2016	1:09:57 AM	61.5	29.3	
1505	11/10/2016	2:09:57 AM	60.1	27.5	
1506	11/10/2016	3:09:57 AM	61.3	25.4	
1507	11/10/2016	4:09:57 AM	64.6	25.1	
1508	11/10/2016	5:09:57 AM	67.3	24.6	
1509	11/10/2016	6:09:57 AM	69.4	24.6	
1510	11/10/2016	7:09:57 AM	66.4	25.0	
1511	11/10/2016	8:09:57 AM	59.5	26.3	
1512	11/10/2016	9:09:57 AM	56.0	27.7	
1513	11/10/2016	10:09:57 AM	49.7	29.7	
1514	11/10/2016	11:09:57 AM	45.0	31.3	
1515	11/10/2016	12:09:57 PM	40.9	32.4	
1516	11/10/2016	1:09:57 PM	39.9	32.0	
1517	11/10/2016	2:09:57 PM	39.8	33.1	
1518	11/10/2016	3:09:57 PM	37.7	33.7	
1519	11/10/2016	4:09:57 PM	37.2	33.4	
1520	11/10/2016	5:09:57 PM	43.5	31.8	
1521	11/10/2016	6:09:57 PM	42.9	31.1	
1522	11/10/2016	7:09:57 PM	45.4	30.4	
1523	11/10/2016	8:09:57 PM	50.6	29.1	
1524	11/10/2016	9:09:57 PM	53.2	28.3	
1525	11/10/2016	10:09:57 PM	56.2	27.3	
