Index,Date,Time,RH,Temp,Number
1,9/8/2016,11:16:28 AM,36.7,32.4,1010060482
2,9/8/2016,12:16:28 PM,32.2,32.9,1010060482
3,9/8/2016,1:16:28 PM,28.7,34.1,1010060482
4,9/8/2016,2:16:28 PM,27.1,34.9,1010060482
5,9/8/2016,3:16:28 PM,25.3,35.3,1010060482
6,9/8/2016,4:16:28 PM,22.8,35.1,1010060482
7,9/8/2016,5:16:28 PM,24.1,34.6,1010060482
8,9/8/2016,6:16:28 PM,27.7,33.7,1010060482
9,9/8/2016,7:16:28 PM,28.6,33,1010060482
10,9/8/2016,8:16:28 PM,30,32.1,1010060482
11,9/8/2016,9:16:28 PM,30.5,31.1,1010060482
12,9/8/2016,10:16:28 PM,30.4,29.9,1010060482
13,9/8/2016,11:16:28 PM,30.7,28.8,1010060482
14,9/9/2016,12:16:28 AM,31.7,27.7,1010060482
15,9/9/2016,1:16:28 AM,33.2,26.6,1010060482
16,9/9/2016,2:16:28 AM,33.9,25.6,1010060482
17,9/9/2016,3:16:28 AM,35.9,24.6,1010060482
18,9/9/2016,4:16:28 AM,37.3,23.6,1010060482
19,9/9/2016,5:16:28 AM,39.3,22.7,1010060482
20,9/9/2016,6:16:28 AM,41.6,21.9,1010060482
21,9/9/2016,7:16:28 AM,42.5,22,1010060482
22,9/9/2016,8:16:28 AM,44.1,23.2,1010060482
23,9/9/2016,9:16:28 AM,43.5,25.4,1010060482
24,9/9/2016,10:16:28 AM,40.5,28.4,1010060482
25,9/9/2016,11:16:28 AM,33.4,31.5,1010060482
26,9/9/2016,12:16:28 PM,26.4,34,1010060482
27,9/9/2016,1:16:28 PM,21.5,35.7,1010060482
28,9/9/2016,2:16:28 PM,19.7,36.9,1010060482
29,9/9/2016,3:16:28 PM,19.6,37.4,1010060482
30,9/9/2016,4:16:28 PM,19.3,37.6,1010060482
31,9/9/2016,5:16:28 PM,19.5,37,1010060482
32,9/9/2016,6:16:28 PM,20.4,35.7,1010060482
33,9/9/2016,7:16:28 PM,22.6,34.6,1010060482
34,9/9/2016,8:16:28 PM,24.2,33.3,1010060482
35,9/9/2016,9:16:28 PM,25.5,32.3,1010060482
36,9/9/2016,10:16:28 PM,25.8,31.1,1010060482
37,9/9/2016,11:16:28 PM,26.9,30.1,1010060482
38,9/10/2016,12:16:28 AM,45.5,29.1,1010060482
39,9/10/2016,1:16:28 AM,48.2,27.9,1010060482
40,9/10/2016,2:16:28 AM,48.4,26.8,1010060482
41,9/10/2016,3:16:28 AM,47.2,25.8,1010060482
42,9/10/2016,4:16:28 AM,47.7,25.1,1010060482
43,9/10/2016,5:16:28 AM,49.6,24.3,1010060482
44,9/10/2016,6:16:28 AM,51.6,23.4,1010060482
45,9/10/2016,7:16:28 AM,53.8,22.8,1010060482
46,9/10/2016,8:16:28 AM,54.5,22.6,1010060482
47,9/10/2016,9:16:28 AM,54.6,22.3,1010060482
48,9/10/2016,10:16:28 AM,54.8,22.4,1010060482
49,9/10/2016,11:16:28 AM,53.5,23,1010060482
50,9/10/2016,12:16:28 PM,51.6,23.8,1010060482
51,9/10/2016,1:16:28 PM,49.8,24.6,1010060482
52,9/10/2016,2:16:28 PM,48.4,25.5,1010060482
53,9/10/2016,3:16:28 PM,45.8,26.4,1010060482
54,9/10/2016,4:16:28 PM,45.8,26.5,1010060482
55,9/10/2016,5:16:28 PM,45.8,26.4,1010060482
56,9/10/2016,6:16:28 PM,45.9,26.2,1010060482
57,9/10/2016,7:16:28 PM,46.4,25.6,1010060482
58,9/10/2016,8:16:28 PM,46.6,25.2,1010060482
59,9/10/2016,9:16:28 PM,47.7,24.8,1010060482
60,9/10/2016,10:16:28 PM,49.3,24.2,1010060482
61,9/10/2016,11:16:28 PM,50,23.6,1010060482
62,9/11/2016,12:16:28 AM,50.7,23.2,1010060482
63,9/11/2016,1:16:28 AM,52.4,22.8,1010060482
64,9/11/2016,2:16:28 AM,54.8,22.4,1010060482
65,9/11/2016,3:16:28 AM,56,22.2,1010060482
66,9/11/2016,4:16:28 AM,56.8,21.9,1010060482
67,9/11/2016,5:16:28 AM,58.6,21.6,1010060482
68,9/11/2016,6:16:28 AM,58.7,21.4,1010060482
69,9/11/2016,7:16:28 AM,60.4,21.3,1010060482
70,9/11/2016,8:16:28 AM,60.2,21.4,1010060482
71,9/11/2016,9:16:28 AM,60.8,22,1010060482
72,9/11/2016,10:16:28 AM,58.1,23.3,1010060482
73,9/11/2016,11:16:28 AM,55.2,24.4,1010060482
74,9/11/2016,12:16:28 PM,50.9,25.7,1010060482
75,9/11/2016,1:16:28 PM,45.9,27.2,1010060482
76,9/11/2016,2:16:28 PM,42,28.5,1010060482
77,9/11/2016,3:16:28 PM,39.7,29.3,1010060482
78,9/11/2016,4:16:28 PM,38.1,29.7,1010060482
79,9/11/2016,5:16:28 PM,38.3,29.4,1010060482
80,9/11/2016,6:16:28 PM,38.2,28.7,1010060482
81,9/11/2016,7:16:28 PM,39.8,28.1,1010060482
82,9/11/2016,8:16:28 PM,40.7,27.2,1010060482
83,9/11/2016,9:16:28 PM,40.3,26.3,1010060482
84,9/11/2016,10:16:28 PM,40.6,25.5,1010060482
85,9/11/2016,11:16:28 PM,40.8,24.6,1010060482
86,9/12/2016,12:16:28 AM,41.6,23.7,1010060482
87,9/12/2016,1:16:28 AM,43.3,22.8,1010060482
88,9/12/2016,2:16:28 AM,44.5,22.2,1010060482
89,9/12/2016,3:16:28 AM,46.3,21.6,1010060482
90,9/12/2016,4:16:28 AM,46.9,20.9,1010060482
91,9/12/2016,5:16:28 AM,49,20.2,1010060482
92,9/12/2016,6:16:28 AM,50.5,19.4,1010060482
93,9/12/2016,7:16:28 AM,51.8,19.8,1010060482
94,9/12/2016,8:16:28 AM,59.1,20.7,1010060482
95,9/12/2016,9:16:28 AM,57.6,22.3,1010060482
