Index,Date,Time,RH,Temp,Number
1,9/8/2016,10:33:22 AM,47.5,29.2,1010060479
2,9/8/2016,11:33:22 AM,42.8,28.3,1010060479
3,9/8/2016,12:33:22 PM,39.5,29.7,1010060479
4,9/8/2016,1:33:22 PM,36.9,30.8,1010060479
5,9/8/2016,2:33:22 PM,34.5,31.9,1010060479
6,9/8/2016,3:33:22 PM,30.6,32.8,1010060479
7,9/8/2016,4:33:22 PM,29.3,33.4,1010060479
8,9/8/2016,5:33:22 PM,31.6,34.2,1010060479
9,9/8/2016,6:33:22 PM,33.6,33.5,1010060479
10,9/8/2016,7:33:22 PM,35.9,32.9,1010060479
11,9/8/2016,8:33:22 PM,37.2,32.2,1010060479
12,9/8/2016,9:33:22 PM,37.6,31.3,1010060479
13,9/8/2016,10:33:22 PM,37.5,30.3,1010060479
14,9/8/2016,11:33:22 PM,37.3,29.2,1010060479
15,9/9/2016,12:33:22 AM,37.3,28.4,1010060479
16,9/9/2016,1:33:22 AM,38.4,27.4,1010060479
17,9/9/2016,2:33:22 AM,38.5,26.6,1010060479
18,9/9/2016,3:33:22 AM,39,25.8,1010060479
19,9/9/2016,4:33:22 AM,39.3,25.1,1010060479
20,9/9/2016,5:33:22 AM,40.3,24.4,1010060479
21,9/9/2016,6:33:22 AM,42,23.9,1010060479
22,9/9/2016,7:33:22 AM,42.2,24.1,1010060479
23,9/9/2016,8:33:22 AM,43.6,24.8,1010060479
24,9/9/2016,9:33:22 AM,45.8,25.9,1010060479
25,9/9/2016,10:33:22 AM,45.1,27.5,1010060479
26,9/9/2016,11:33:22 AM,41,29.2,1010060479
27,9/9/2016,12:33:22 PM,35.5,30.6,1010060479
28,9/9/2016,1:33:22 PM,28.9,33.6,1010060479
29,9/9/2016,2:33:22 PM,27.3,35.2,1010060479
30,9/9/2016,3:33:22 PM,28.1,36.3,1010060479
31,9/9/2016,4:33:22 PM,28.7,36.4,1010060479
32,9/9/2016,5:33:22 PM,27.4,36.1,1010060479
33,9/9/2016,6:33:22 PM,28.7,35.2,1010060479
34,9/9/2016,7:33:22 PM,30.2,34.2,1010060479
35,9/9/2016,8:33:22 PM,30.7,33.2,1010060479
36,9/9/2016,9:33:22 PM,31.1,32.4,1010060479
37,9/9/2016,10:33:22 PM,31.5,31.4,1010060479
38,9/9/2016,11:33:22 PM,35.5,30.7,1010060479
39,9/10/2016,12:33:22 AM,45.8,29.6,1010060479
40,9/10/2016,1:33:22 AM,47.4,28.5,1010060479
41,9/10/2016,2:33:22 AM,47.4,27.6,1010060479
42,9/10/2016,3:33:22 AM,46.8,26.7,1010060479
43,9/10/2016,4:33:22 AM,47.2,26,1010060479
44,9/10/2016,5:33:22 AM,48.1,25.5,1010060479
45,9/10/2016,6:33:22 AM,48.5,24.9,1010060479
46,9/10/2016,7:33:22 AM,49.7,24.4,1010060479
47,9/10/2016,8:33:22 AM,50.4,24.2,1010060479
48,9/10/2016,9:33:22 AM,50.8,24.1,1010060479
49,9/10/2016,10:33:22 AM,51,24.2,1010060479
50,9/10/2016,11:33:22 AM,50.2,24.5,1010060479
51,9/10/2016,12:33:22 PM,49.4,25.2,1010060479
52,9/10/2016,1:33:22 PM,48.5,25.7,1010060479
53,9/10/2016,2:33:22 PM,47.9,26.3,1010060479
54,9/10/2016,3:33:22 PM,46.9,27.1,1010060479
55,9/10/2016,4:33:22 PM,46.3,27.1,1010060479
56,9/10/2016,5:33:22 PM,46.5,26.8,1010060479
57,9/10/2016,6:33:22 PM,46.8,26.4,1010060479
58,9/10/2016,7:33:22 PM,47.2,25.9,1010060479
59,9/10/2016,8:33:22 PM,47.4,25.5,1010060479
60,9/10/2016,9:33:22 PM,48.3,25,1010060479
61,9/10/2016,10:33:22 PM,49.3,24.4,1010060479
62,9/10/2016,11:33:22 PM,49.9,23.9,1010060479
63,9/11/2016,12:33:22 AM,50.7,23.6,1010060479
64,9/11/2016,1:33:22 AM,52.1,23.2,1010060479
65,9/11/2016,2:33:22 AM,53.9,22.9,1010060479
66,9/11/2016,3:33:22 AM,55.4,22.6,1010060479
67,9/11/2016,4:33:22 AM,55.7,22.3,1010060479
68,9/11/2016,5:33:22 AM,57.1,22.1,1010060479
69,9/11/2016,6:33:22 AM,57.2,21.9,1010060479
70,9/11/2016,7:33:22 AM,58.3,21.9,1010060479
