Index,Date,Time,RH,Temp,Number
1,9/8/2016,10:18:13 AM,41.1,31.6,1010060477
2,9/8/2016,11:18:13 AM,34.6,32.6,1010060477
3,9/8/2016,12:18:13 PM,32.9,32.5,1010060477
4,9/8/2016,1:18:13 PM,29.6,34.1,1010060477
5,9/8/2016,2:18:13 PM,29,34.1,1010060477
6,9/8/2016,3:18:13 PM,27.4,33.2,1010060477
7,9/8/2016,4:18:13 PM,26.2,32.2,1010060477
8,9/8/2016,5:18:13 PM,28.2,31.3,1010060477
9,9/8/2016,6:18:13 PM,32.8,30,1010060477
10,9/8/2016,7:18:13 PM,33.8,28.7,1010060477
11,9/8/2016,8:18:13 PM,35.7,27.7,1010060477
12,9/8/2016,9:18:13 PM,37.3,26.9,1010060477
13,9/8/2016,10:18:13 PM,37.7,25.8,1010060477
14,9/8/2016,11:18:13 PM,37.8,24.9,1010060477
15,9/9/2016,12:18:13 AM,38.7,24.1,1010060477
16,9/9/2016,1:18:13 AM,40,23.4,1010060477
17,9/9/2016,2:18:13 AM,40.4,22.7,1010060477
18,9/9/2016,3:18:13 AM,41.7,21.8,1010060477
19,9/9/2016,4:18:13 AM,43,21.3,1010060477
20,9/9/2016,5:18:13 AM,44,20.7,1010060477
21,9/9/2016,6:18:13 AM,46.8,20.7,1010060477
22,9/9/2016,7:18:13 AM,44.1,22.6,1010060477
23,9/9/2016,8:18:13 AM,39,26.4,1010060477
24,9/9/2016,9:18:13 AM,36.8,29.4,1010060477
25,9/9/2016,10:18:13 AM,34.6,31.9,1010060477
26,9/9/2016,11:18:13 AM,31.2,33.8,1010060477
27,9/9/2016,12:18:13 PM,27.3,35.5,1010060477
28,9/9/2016,1:18:13 PM,22.1,36.5,1010060477
29,9/9/2016,2:18:13 PM,21.8,37.2,1010060477
30,9/9/2016,3:18:13 PM,20.1,37.2,1010060477
31,9/9/2016,4:18:13 PM,21.1,35.7,1010060477
32,9/9/2016,5:18:13 PM,22,34.2,1010060477
33,9/9/2016,6:18:13 PM,24.6,31.9,1010060477
34,9/9/2016,7:18:13 PM,26.4,30.7,1010060477
35,9/9/2016,8:18:13 PM,28.7,29.4,1010060477
36,9/9/2016,9:18:13 PM,29.4,28.6,1010060477
37,9/9/2016,10:18:13 PM,29.7,27.7,1010060477
38,9/9/2016,11:18:13 PM,30.4,27.2,1010060477
39,9/10/2016,12:18:13 AM,53.5,25.7,1010060477
40,9/10/2016,1:18:13 AM,56.9,24.3,1010060477
41,9/10/2016,2:18:13 AM,56.4,23.6,1010060477
42,9/10/2016,3:18:13 AM,54.8,22.7,1010060477
43,9/10/2016,4:18:13 AM,54.3,22.4,1010060477
44,9/10/2016,5:18:13 AM,55.9,21.9,1010060477
45,9/10/2016,6:18:13 AM,55.6,21.8,1010060477
46,9/10/2016,7:18:13 AM,56.4,21.4,1010060477
47,9/10/2016,8:18:13 AM,57.2,21.3,1010060477
48,9/10/2016,9:18:13 AM,56.7,21.6,1010060477
49,9/10/2016,10:18:13 AM,53.8,22.8,1010060477
50,9/10/2016,11:18:13 AM,51.3,23.7,1010060477
51,9/10/2016,12:18:13 PM,47.4,25.5,1010060477
52,9/10/2016,1:18:13 PM,46.8,25.8,1010060477
53,9/10/2016,2:18:13 PM,45.4,26.5,1010060477
54,9/10/2016,3:18:13 PM,45,26.7,1010060477
55,9/10/2016,4:18:13 PM,46.9,25.8,1010060477
56,9/10/2016,5:18:13 PM,49,24.7,1010060477
57,9/10/2016,6:18:13 PM,50.2,23.9,1010060477
58,9/10/2016,7:18:13 PM,51.1,23.3,1010060477
59,9/10/2016,8:18:13 PM,51.6,22.8,1010060477
60,9/10/2016,9:18:13 PM,52.9,22.4,1010060477
61,9/10/2016,10:18:13 PM,56,21.2,1010060477
62,9/10/2016,11:18:13 PM,57.5,20.8,1010060477
63,9/11/2016,12:18:13 AM,56.8,20.9,1010060477
64,9/11/2016,1:18:13 AM,58.5,20.7,1010060477
65,9/11/2016,2:18:13 AM,61.4,20.4,1010060477
66,9/11/2016,3:18:13 AM,62.9,20.2,1010060477
67,9/11/2016,4:18:13 AM,63.3,20.1,1010060477
68,9/11/2016,5:18:13 AM,65.8,19.7,1010060477
69,9/11/2016,6:18:13 AM,66,19.6,1010060477
70,9/11/2016,7:18:13 AM,65.5,19.9,1010060477
71,9/11/2016,8:18:13 AM,63.4,20.7,1010060477
72,9/11/2016,9:18:13 AM,59.7,22.5,1010060477
73,9/11/2016,10:18:13 AM,51.3,26.1,1010060477
74,9/11/2016,11:18:13 AM,50.6,26.1,1010060477
75,9/11/2016,12:18:13 PM,46.5,27.7,1010060477
76,9/11/2016,1:18:13 PM,42.7,28.1,1010060477
77,9/11/2016,2:18:13 PM,40.9,28.3,1010060477
78,9/11/2016,3:18:13 PM,40.1,28.3,1010060477
79,9/11/2016,4:18:13 PM,40.6,27.4,1010060477
80,9/11/2016,5:18:13 PM,41.9,26.7,1010060477
81,9/11/2016,6:18:13 PM,44.3,25.2,1010060477
82,9/11/2016,7:18:13 PM,45.9,24.2,1010060477
83,9/11/2016,8:18:13 PM,46.9,23.6,1010060477
84,9/11/2016,9:18:13 PM,47.8,22.7,1010060477
85,9/11/2016,10:18:13 PM,48.1,21.9,1010060477
86,9/11/2016,11:18:13 PM,48.2,21.2,1010060477
87,9/12/2016,12:18:13 AM,48.7,20.6,1010060477
88,9/12/2016,1:18:13 AM,50.3,20.1,1010060477
89,9/12/2016,2:18:13 AM,51.9,19.9,1010060477
90,9/12/2016,3:18:13 AM,53.9,19.4,1010060477
91,9/12/2016,4:18:13 AM,53.7,18.8,1010060477
92,9/12/2016,5:18:13 AM,54.6,18.2,1010060477
93,9/12/2016,6:18:13 AM,56.2,17.4,1010060477
94,9/12/2016,7:18:13 AM,54.2,19.6,1010060477
95,9/12/2016,8:18:13 AM,59.1,21.8,1010060477
96,9/12/2016,9:18:13 AM,51.8,24.8,1010060477
97,9/12/2016,10:18:13 AM,48.9,25.4,1010060477
98,9/12/2016,11:18:13 AM,43.2,27.6,1010060477
99,9/12/2016,12:18:13 PM,40,28.7,1010060477
100,9/12/2016,1:18:13 PM,36,29.9,1010060477
101,9/12/2016,2:18:13 PM,34.3,30.6,1010060477
102,9/12/2016,3:18:13 PM,34.8,29.8,1010060477
103,9/12/2016,4:18:13 PM,34.1,29.2,1010060477
104,9/12/2016,5:18:13 PM,34.3,28.4,1010060477
105,9/12/2016,6:18:13 PM,36.4,26.8,1010060477
106,9/12/2016,7:18:13 PM,37.7,25.8,1010060477
107,9/12/2016,8:18:13 PM,39.7,25,1010060477
108,9/12/2016,9:18:13 PM,41.4,23.8,1010060477
109,9/12/2016,10:18:13 PM,41.6,22.9,1010060477
110,9/12/2016,11:18:13 PM,41.7,22.2,1010060477
111,9/13/2016,12:18:13 AM,42.6,21.5,1010060477
112,9/13/2016,1:18:13 AM,44.1,20.9,1010060477
113,9/13/2016,2:18:13 AM,45.6,20.4,1010060477
114,9/13/2016,3:18:13 AM,47.3,19.8,1010060477
