Index,Date,Time,Readings (%RH),Readings (°C),Type
1,"9/7/2016","11:18:38 AM","42.0","29.8",
2,"9/7/2016","12:18:38 PM","35.7","29.1",
3,"9/7/2016","1:18:38 PM","32.5","29.7",
4,"9/7/2016","2:18:38 PM","29.4","30.3",
5,"9/7/2016","3:18:38 PM","28.3","30.8",
6,"9/7/2016","4:18:38 PM","26.4","30.9",
7,"9/7/2016","5:18:38 PM","25.8","30.7",
8,"9/7/2016","6:18:38 PM","26.3","30.3",
9,"9/7/2016","7:18:38 PM","27.6","29.9",
10,"9/7/2016","8:18:38 PM","27.8","29.4",
11,"9/7/2016","9:18:38 PM","27.8","29.0",
12,"9/7/2016","10:18:38 PM","27.9","28.7",
13,"9/7/2016","11:18:38 PM","28.7","28.5",
14,"9/8/2016","12:18:38 AM","28.5","28.3",
15,"9/8/2016","1:18:38 AM","28.7","27.9",
16,"9/8/2016","2:18:38 AM","29.6","27.7",
17,"9/8/2016","3:18:38 AM","29.9","27.4",
18,"9/8/2016","4:18:38 AM","30.3","27.1",
19,"9/8/2016","5:18:38 AM","30.5","26.9",
20,"9/8/2016","6:18:38 AM","30.8","26.6",
21,"9/8/2016","7:18:38 AM","30.3","26.1",
22,"9/8/2016","8:18:38 AM","36.8","26.3",
23,"9/8/2016","9:18:38 AM","42.1","26.8",
24,"9/8/2016","10:18:38 AM","43.8","27.4",
25,"9/8/2016","11:18:38 AM","40.9","28.1",
26,"9/8/2016","12:18:38 PM","39.0","28.8",
27,"9/8/2016","1:18:38 PM","36.9","29.4",
28,"9/8/2016","2:18:38 PM","35.1","30.0",
29,"9/8/2016","3:18:38 PM","32.4","30.4",
30,"9/8/2016","4:18:38 PM","31.0","30.5",
31,"9/8/2016","5:18:38 PM","30.3","30.4",
32,"9/8/2016","6:18:38 PM","32.4","30.2",
33,"9/8/2016","7:18:38 PM","33.1","29.9",
34,"9/8/2016","8:18:38 PM","33.7","29.8",
35,"9/8/2016","9:18:38 PM","33.8","29.5",
36,"9/8/2016","10:18:38 PM","34.8","29.3",
37,"9/8/2016","11:18:38 PM","34.0","29.0",
38,"9/9/2016","12:18:38 AM","34.3","28.7",
39,"9/9/2016","1:18:38 AM","34.4","28.3",
40,"9/9/2016","2:18:38 AM","34.5","28.1",
41,"9/9/2016","3:18:38 AM","34.8","27.8",
42,"9/9/2016","4:18:38 AM","34.6","27.6",
43,"9/9/2016","5:18:38 AM","34.7","27.3",
44,"9/9/2016","6:18:38 AM","34.2","26.8",
45,"9/9/2016","7:18:38 AM","35.1","26.6",
46,"9/9/2016","8:18:38 AM","36.0","26.7",
47,"9/9/2016","9:18:38 AM","38.5","27.1",
48,"9/9/2016","10:18:38 AM","40.3","27.8",
49,"9/9/2016","11:18:38 AM","40.0","28.7",
50,"9/9/2016","12:18:38 PM","37.6","29.8",
51,"9/9/2016","1:18:38 PM","29.7","30.9",
52,"9/9/2016","2:18:38 PM","26.3","31.6",
53,"9/9/2016","3:18:38 PM","25.0","31.9",
54,"9/9/2016","4:18:38 PM","24.5","32.1",
55,"9/9/2016","5:18:38 PM","24.1","32.2",
56,"9/9/2016","6:18:38 PM","26.0","31.7",
57,"9/9/2016","7:18:38 PM","26.2","31.4",
58,"9/9/2016","8:18:38 PM","26.4","31.1",
59,"9/9/2016","9:18:38 PM","27.4","30.8",
60,"9/9/2016","10:18:38 PM","28.0","30.6",
61,"9/9/2016","11:18:38 PM","31.3","30.4",
62,"9/10/2016","12:18:38 AM","42.2","30.3",
63,"9/10/2016","1:18:38 AM","42.5","29.8",
64,"9/10/2016","2:18:38 AM","42.4","29.4",
65,"9/10/2016","3:18:38 AM","40.5","28.9",
66,"9/10/2016","4:18:38 AM","40.3","28.5",
67,"9/10/2016","5:18:38 AM","41.3","28.1",
68,"9/10/2016","6:18:38 AM","42.7","27.1",
69,"9/10/2016","7:18:38 AM","44.5","26.3",
70,"9/10/2016","8:18:38 AM","43.3","26.5",
71,"9/10/2016","9:18:38 AM","43.7","26.4",
72,"9/10/2016","10:18:38 AM","45.3","26.0",
73,"9/10/2016","11:18:38 AM","45.7","25.9",
74,"9/10/2016","12:18:38 PM","45.4","26.2",
75,"9/10/2016","1:18:38 PM","45.4","26.3",
76,"9/10/2016","2:18:38 PM","45.0","26.6",
77,"9/10/2016","3:18:38 PM","44.3","26.7",
78,"9/10/2016","4:18:38 PM","44.1","26.7",
79,"9/10/2016","5:18:38 PM","44.6","26.5",
80,"9/10/2016","6:18:38 PM","44.9","26.3",
81,"9/10/2016","7:18:38 PM","44.9","25.9",
82,"9/10/2016","8:18:38 PM","45.6","25.6",
83,"9/10/2016","9:18:38 PM","45.1","25.6",
84,"9/10/2016","10:18:38 PM","45.4","25.6",
85,"9/10/2016","11:18:38 PM","46.0","25.5",
86,"9/11/2016","12:18:38 AM","45.9","25.3",
87,"9/11/2016","1:18:38 AM","46.4","25.2",
88,"9/11/2016","2:18:38 AM","47.5","25.0",
89,"9/11/2016","3:18:38 AM","48.7","24.8",
90,"9/11/2016","4:18:38 AM","49.7","24.7",
91,"9/11/2016","5:18:38 AM","49.9","24.6",
92,"9/11/2016","6:18:38 AM","52.2","24.2",
93,"9/11/2016","7:18:38 AM","52.9","23.9",
94,"9/11/2016","8:18:38 AM","52.3","24.0",
95,"9/11/2016","9:18:38 AM","55.0","23.7",
96,"9/11/2016","10:18:38 AM","55.3","23.7",
97,"9/11/2016","11:18:38 AM","53.2","24.3",
98,"9/11/2016","12:18:38 PM","52.8","24.8",
99,"9/11/2016","1:18:38 PM","48.5","25.2",
100,"9/11/2016","2:18:38 PM","47.9","25.7",
101,"9/11/2016","3:18:38 PM","44.5","26.2",
102,"9/11/2016","4:18:38 PM","43.6","26.4",
103,"9/11/2016","5:18:38 PM","43.0","26.4",
104,"9/11/2016","6:18:38 PM","43.8","26.2",
105,"9/11/2016","7:18:38 PM","43.4","26.0",
106,"9/11/2016","8:18:38 PM","42.9","25.8",
107,"9/11/2016","9:18:38 PM","43.7","25.8",
108,"9/11/2016","10:18:38 PM","43.5","25.7",
109,"9/11/2016","11:18:38 PM","43.2","25.5",
110,"9/12/2016","12:18:38 AM","44.0","25.4",
111,"9/12/2016","1:18:38 AM","44.2","25.1",
112,"9/12/2016","2:18:38 AM","46.0","25.0",
113,"9/12/2016","3:18:38 AM","48.1","24.9",
114,"9/12/2016","4:18:38 AM","49.0","24.8",
115,"9/12/2016","5:18:38 AM","51.2","24.7",
116,"9/12/2016","6:18:38 AM","52.7","24.4",
117,"9/12/2016","7:18:38 AM","55.9","24.2",
118,"9/12/2016","8:18:38 AM","55.5","24.2",
119,"9/12/2016","9:18:38 AM","55.1","24.1",
120,"9/12/2016","10:18:38 AM","53.0","24.6",
121,"9/12/2016","11:18:38 AM","51.2","25.1",
122,"9/12/2016","12:18:38 PM","48.4","25.8",
123,"9/12/2016","1:18:38 PM","44.6","26.4",
124,"9/12/2016","2:18:38 PM","42.2","26.9",
125,"9/12/2016","3:18:38 PM","39.8","27.3",
126,"9/12/2016","4:18:38 PM","37.6","27.7",
127,"9/12/2016","5:18:38 PM","36.4","27.7",
128,"9/12/2016","6:18:38 PM","36.6","27.4",
129,"9/12/2016","7:18:38 PM","38.0","27.2",
130,"9/12/2016","8:18:38 PM","38.1","26.9",
131,"9/12/2016","9:18:38 PM","38.3","26.8",
132,"9/12/2016","10:18:38 PM","37.8","26.6",
133,"9/12/2016","11:18:38 PM","38.0","26.2",
134,"9/13/2016","12:18:38 AM","38.7","25.9",
135,"9/13/2016","1:18:38 AM","38.9","25.7",
136,"9/13/2016","2:18:38 AM","39.3","25.5",
137,"9/13/2016","3:18:38 AM","39.5","25.3",
138,"9/13/2016","4:18:38 AM","39.5","25.1",
139,"9/13/2016","5:18:38 AM","39.7","24.8",
140,"9/13/2016","6:18:38 AM","39.0","24.4",
141,"9/13/2016","7:18:38 AM","40.3","24.3",
142,"9/13/2016","8:18:38 AM","41.5","24.4",
143,"9/13/2016","9:18:38 AM","41.2","25.2",
144,"9/13/2016","10:18:38 AM","38.8","26.2",
145,"9/13/2016","11:18:38 AM","32.7","27.3",
146,"9/13/2016","12:18:38 PM","32.6","27.7",
147,"9/13/2016","1:18:38 PM","31.4","28.2",
148,"9/13/2016","2:18:38 PM","30.9","28.7",
149,"9/13/2016","3:18:38 PM","32.4","29.1",
150,"9/13/2016","4:18:38 PM","33.2","29.2",
151,"9/13/2016","5:18:38 PM","40.2","29.0",
152,"9/13/2016","6:18:38 PM","41.7","28.7",
153,"9/13/2016","7:18:38 PM","44.9","27.5",
154,"9/13/2016","8:18:38 PM","44.5","27.4",
155,"9/13/2016","9:18:38 PM","44.0","27.2",
156,"9/13/2016","10:18:38 PM","44.7","26.8",
157,"9/13/2016","11:18:38 PM","44.3","26.6",
158,"9/14/2016","12:18:38 AM","43.1","26.3",
159,"9/14/2016","1:18:38 AM","42.8","26.1",
160,"9/14/2016","2:18:38 AM","43.6","25.8",
161,"9/14/2016","3:18:38 AM","44.2","25.6",
162,"9/14/2016","4:18:38 AM","44.4","25.3",
163,"9/14/2016","5:18:38 AM","45.2","25.1",
164,"9/14/2016","6:18:38 AM","45.6","24.9",
165,"9/14/2016","7:18:38 AM","47.3","24.3",
166,"9/14/2016","8:18:38 AM","48.4","23.8",
167,"9/14/2016","9:18:38 AM","49.4","23.9",
168,"9/14/2016","10:18:38 AM","49.2","24.2",
169,"9/14/2016","11:18:38 AM","49.0","24.6",
170,"9/14/2016","12:18:38 PM","49.4","24.9",
171,"9/14/2016","1:18:38 PM","48.6","25.3",
172,"9/14/2016","2:18:38 PM","47.1","25.6",
173,"9/14/2016","3:18:38 PM","46.4","25.8",
174,"9/14/2016","4:18:38 PM","44.7","26.0",
175,"9/14/2016","5:18:38 PM","44.5","25.9",
176,"9/14/2016","6:18:38 PM","44.3","25.8",
177,"9/14/2016","7:18:38 PM","44.2","25.6",
178,"9/14/2016","8:18:38 PM","43.8","25.4",
179,"9/14/2016","9:18:38 PM","44.0","25.3",
180,"9/14/2016","10:18:38 PM","43.9","25.1",
181,"9/14/2016","11:18:38 PM","44.5","25.1",
182,"9/15/2016","12:18:38 AM","44.7","24.9",
183,"9/15/2016","1:18:38 AM","45.0","24.8",
184,"9/15/2016","2:18:38 AM","44.5","24.6",
185,"9/15/2016","3:18:38 AM","44.2","24.3",
186,"9/15/2016","4:18:38 AM","44.4","24.2",
187,"9/15/2016","5:18:38 AM","45.4","24.2",
188,"9/15/2016","6:18:38 AM","47.3","24.1",
189,"9/15/2016","7:18:38 AM","51.7","24.1",
190,"9/15/2016","8:18:38 AM","55.6","24.2",
191,"9/15/2016","9:18:38 AM","55.5","24.2",
192,"9/15/2016","10:18:38 AM","55.5","24.8",
193,"9/15/2016","11:18:38 AM","55.2","25.4",
194,"9/15/2016","12:18:38 PM","51.4","26.1",
195,"9/15/2016","1:18:38 PM","49.3","26.7",
196,"9/15/2016","2:18:38 PM","46.2","27.3",
197,"9/15/2016","3:18:38 PM","43.0","27.8",
198,"9/15/2016","4:18:38 PM","39.7","28.1",
199,"9/15/2016","5:18:38 PM","37.9","28.2",
200,"9/15/2016","6:18:38 PM","36.9","28.1",
201,"9/15/2016","7:18:38 PM","38.9","27.8",
202,"9/15/2016","8:18:38 PM","40.5","27.6",
203,"9/15/2016","9:18:38 PM","40.9","27.3",
204,"9/15/2016","10:18:38 PM","40.5","27.2",
205,"9/15/2016","11:18:38 PM","40.6","26.9",
206,"9/16/2016","12:18:38 AM","40.7","26.7",
207,"9/16/2016","1:18:38 AM","41.0","26.4",
208,"9/16/2016","2:18:38 AM","40.8","26.2",
209,"9/16/2016","3:18:38 AM","40.3","25.9",
210,"9/16/2016","4:18:38 AM","40.4","25.6",
211,"9/16/2016","5:18:38 AM","40.3","25.4",
212,"9/16/2016","6:18:38 AM","39.9","24.9",
213,"9/16/2016","7:18:38 AM","41.1","24.7",
214,"9/16/2016","8:18:38 AM","42.8","24.8",
215,"9/16/2016","9:18:38 AM","45.6","25.5",
216,"9/16/2016","10:18:38 AM","45.0","26.4",
217,"9/16/2016","11:18:38 AM","40.5","27.8",
218,"9/16/2016","12:18:38 PM","36.4","28.9",
219,"9/16/2016","1:18:38 PM","33.1","29.7",
220,"9/16/2016","2:18:38 PM","28.4","30.4",
221,"9/16/2016","3:18:38 PM","24.7","30.9",
222,"9/16/2016","4:18:38 PM","23.5","31.2",
223,"9/16/2016","5:18:38 PM","25.1","31.0",
224,"9/16/2016","6:18:38 PM","25.9","30.7",
225,"9/16/2016","7:18:38 PM","27.1","30.3",
226,"9/16/2016","8:18:38 PM","26.0","30.0",
227,"9/16/2016","9:18:38 PM","25.7","29.8",
228,"9/16/2016","10:18:38 PM","25.9","29.7",
229,"9/16/2016","11:18:38 PM","27.6","29.4",
230,"9/17/2016","12:18:38 AM","28.3","29.2",
231,"9/17/2016","1:18:38 AM","28.7","29.0",
232,"9/17/2016","2:18:38 AM","29.1","28.7",
233,"9/17/2016","3:18:38 AM","29.7","28.4",
234,"9/17/2016","4:18:38 AM","30.1","28.2",
235,"9/17/2016","5:18:38 AM","31.0","27.9",
236,"9/17/2016","6:18:38 AM","29.7","27.4",
237,"9/17/2016","7:18:38 AM","30.0","27.2",
238,"9/17/2016","8:18:38 AM","33.8","27.3",
239,"9/17/2016","9:18:38 AM","37.7","27.7",
240,"9/17/2016","10:18:38 AM","37.8","27.9",
