Index,Date,Time,Readings (%RH),Readings (°C),Type
1,"9/5/2016","3:45:37 PM","36.2","34.1",
2,"9/5/2016","4:45:37 PM","26.4","33.8",
3,"9/5/2016","5:45:37 PM","26.4","32.1",
4,"9/5/2016","6:45:37 PM","26.7","30.7",
5,"9/5/2016","7:45:37 PM","26.8","29.4",
6,"9/5/2016","8:45:37 PM","27.2","28.4",
7,"9/5/2016","9:45:37 PM","27.6","27.4",
8,"9/5/2016","10:45:37 PM","28.0","26.4",
9,"9/5/2016","11:45:37 PM","28.4","25.7",
10,"9/6/2016","12:45:37 AM","29.1","24.9",
11,"9/6/2016","1:45:37 AM","29.4","24.4",
12,"9/6/2016","2:45:37 AM","30.0","23.6",
13,"9/6/2016","3:45:37 AM","30.4","22.7",
14,"9/6/2016","4:45:37 AM","30.9","21.9",
15,"9/6/2016","5:45:37 AM","31.5","21.5",
16,"9/6/2016","6:45:37 AM","31.7","20.6",
17,"9/6/2016","7:45:37 AM","31.4","23.2",
18,"9/6/2016","8:45:37 AM","30.4","26.9",
19,"9/6/2016","9:45:37 AM","29.4","31.7",
20,"9/6/2016","10:45:37 AM","28.5","34.8",
21,"9/6/2016","11:45:37 AM","27.9","36.2",
22,"9/6/2016","12:45:37 PM","27.0","36.8",
23,"9/6/2016","1:45:37 PM","26.4","37.9",
24,"9/6/2016","2:45:37 PM","25.8","37.8",
25,"9/6/2016","3:45:37 PM","25.6","37.1",
26,"9/6/2016","4:45:37 PM","25.6","35.7",
27,"9/6/2016","5:45:37 PM","25.7","33.8",
28,"9/6/2016","6:45:37 PM","25.7","32.6",
29,"9/6/2016","7:45:37 PM","25.9","31.5",
30,"9/6/2016","8:45:37 PM","26.1","30.4",
31,"9/6/2016","9:45:37 PM","26.4","29.4",
32,"9/6/2016","10:45:37 PM","26.8","28.3",
33,"9/6/2016","11:45:37 PM","27.2","27.3",
34,"9/7/2016","12:45:37 AM","27.7","26.4",
35,"9/7/2016","1:45:37 AM","28.1","25.6",
36,"9/7/2016","2:45:37 AM","28.5","24.8",
37,"9/7/2016","3:45:37 AM","28.9","24.0",
38,"9/7/2016","4:45:37 AM","29.5","23.2",
39,"9/7/2016","5:45:37 AM","29.9","22.8",
40,"9/7/2016","6:45:37 AM","30.5","22.6",
41,"9/7/2016","7:45:37 AM","31.0","24.6",
42,"9/7/2016","8:45:37 AM","30.6","28.9",
43,"9/7/2016","9:45:37 AM","29.8","32.8",
44,"9/7/2016","10:45:37 AM","29.3","34.7",
45,"9/7/2016","11:45:37 AM","28.7","36.9",
46,"9/7/2016","12:45:37 PM","28.2","38.1",
47,"9/7/2016","1:45:37 PM","27.5","38.8",
48,"9/7/2016","2:45:37 PM","27.5","37.8",
49,"9/7/2016","3:45:37 PM","27.2","36.9",
50,"9/7/2016","4:45:37 PM","27.0","35.8",
51,"9/7/2016","5:45:37 PM","27.2","34.0",
52,"9/7/2016","6:45:37 PM","27.6","32.4",
53,"9/7/2016","7:45:37 PM","27.9","30.9",
54,"9/7/2016","8:45:37 PM","28.3","29.6",
55,"9/7/2016","9:45:37 PM","28.5","28.4",
56,"9/7/2016","10:45:37 PM","29.0","27.5",
57,"9/7/2016","11:45:37 PM","30.2","27.3",
58,"9/8/2016","12:45:37 AM","30.6","26.6",
59,"9/8/2016","1:45:37 AM","31.0","25.7",
60,"9/8/2016","2:45:37 AM","31.4","24.7",
61,"9/8/2016","3:45:37 AM","31.8","23.8",
62,"9/8/2016","4:45:37 AM","32.0","23.1",
63,"9/8/2016","5:45:37 AM","32.4","22.3",
64,"9/8/2016","6:45:37 AM","32.6","21.9",
65,"9/8/2016","7:45:37 AM","32.8","24.4",
66,"9/8/2016","8:45:37 AM","32.3","28.2",
67,"9/8/2016","9:45:37 AM","31.5","32.0",
68,"9/8/2016","10:45:37 AM","31.1","34.4",
69,"9/8/2016","11:45:37 AM","30.2","36.7",
70,"9/8/2016","12:45:37 PM","29.7","37.8",
71,"9/8/2016","1:45:37 PM","29.3","38.4",
72,"9/8/2016","2:45:37 PM","28.9","38.7",
73,"9/8/2016","3:45:37 PM","28.8","37.1",
74,"9/8/2016","4:45:37 PM","28.8","35.2",
75,"9/8/2016","5:45:37 PM","29.0","33.7",
76,"9/8/2016","6:45:37 PM","29.3","32.6",
77,"9/8/2016","7:45:37 PM","29.6","31.4",
78,"9/8/2016","8:45:37 PM","30.2","30.3",
79,"9/8/2016","9:45:37 PM","30.7","28.9",
80,"9/8/2016","10:45:37 PM","31.2","27.8",
81,"9/8/2016","11:45:37 PM","31.6","27.3",
82,"9/9/2016","12:45:37 AM","32.1","26.5",
83,"9/9/2016","1:45:37 AM","32.6","25.8",
84,"9/9/2016","2:45:37 AM","33.1","25.1",
85,"9/9/2016","3:45:37 AM","33.7","24.4",
86,"9/9/2016","4:45:37 AM","34.1","23.7",
87,"9/9/2016","5:45:37 AM","34.6","23.2",
88,"9/9/2016","6:45:37 AM","34.9","22.3",
89,"9/9/2016","7:45:37 AM","34.6","24.7",
90,"9/9/2016","8:45:37 AM","33.8","28.4",
91,"9/9/2016","9:45:37 AM","33.0","31.8",
92,"9/9/2016","10:45:37 AM","32.2","34.4",
93,"9/9/2016","11:45:37 AM","32.1","35.6",
94,"9/9/2016","12:45:37 PM","30.9","38.2",
95,"9/9/2016","1:45:37 PM","30.0","39.2",
96,"9/9/2016","2:45:37 PM","29.1","39.9",
97,"9/9/2016","3:45:37 PM","28.7","39.0",
98,"9/9/2016","4:45:37 PM","28.3","37.5",
99,"9/9/2016","5:45:37 PM","28.1","35.7",
100,"9/9/2016","6:45:37 PM","28.2","34.1",
101,"9/9/2016","7:45:37 PM","28.6","32.3",
102,"9/9/2016","8:45:37 PM","28.9","31.1",
103,"9/9/2016","9:45:37 PM","29.0","29.9",
104,"9/9/2016","10:45:37 PM","29.4","29.4",
105,"9/9/2016","11:45:37 PM","30.8","28.4",
106,"9/10/2016","12:45:37 AM","32.5","26.4",
107,"9/10/2016","1:45:37 AM","33.7","25.6",
108,"9/10/2016","2:45:37 AM","34.3","24.7",
109,"9/10/2016","3:45:37 AM","34.8","23.9",
110,"9/10/2016","4:45:37 AM","35.6","22.7",
111,"9/10/2016","5:45:37 AM","36.3","22.4",
112,"9/10/2016","6:45:37 AM","36.9","21.8",
113,"9/10/2016","7:45:37 AM","37.3","21.7",
114,"9/10/2016","8:45:37 AM","37.7","21.7",
115,"9/10/2016","9:45:37 AM","38.0","22.2",
116,"9/10/2016","10:45:37 AM","38.0","23.6",
117,"9/10/2016","11:45:37 AM","37.9","25.6",
118,"9/10/2016","12:45:37 PM","37.2","27.4",
119,"9/10/2016","1:45:37 PM","37.2","28.1",
120,"9/10/2016","2:45:37 PM","37.1","27.8",
121,"9/10/2016","3:45:37 PM","37.1","28.1",
122,"9/10/2016","4:45:37 PM","37.5","27.2",
123,"9/10/2016","5:45:37 PM","37.9","26.2",
124,"9/10/2016","6:45:37 PM","38.3","25.1",
125,"9/10/2016","7:45:37 PM","38.7","24.3",
126,"9/10/2016","8:45:37 PM","39.1","23.5",
127,"9/10/2016","9:45:37 PM","39.4","23.0",
128,"9/10/2016","10:45:37 PM","39.8","22.6",
129,"9/10/2016","11:45:37 PM","40.3","22.4",
130,"9/11/2016","12:45:37 AM","40.5","22.1",
131,"9/11/2016","1:45:37 AM","41.0","21.7",
132,"9/11/2016","2:45:37 AM","41.6","21.2",
133,"9/11/2016","3:45:37 AM","42.2","20.8",
134,"9/11/2016","4:45:37 AM","42.6","20.7",
135,"9/11/2016","5:45:37 AM","43.2","20.4",
136,"9/11/2016","6:45:37 AM","43.5","20.5",
137,"9/11/2016","7:45:37 AM","43.9","20.8",
138,"9/11/2016","8:45:37 AM","43.8","22.2",
139,"9/11/2016","9:45:37 AM","43.8","23.7",
140,"9/11/2016","10:45:37 AM","43.7","25.3",
141,"9/11/2016","11:45:37 AM","42.9","27.5",
142,"9/11/2016","12:45:37 PM","41.5","29.3",
143,"9/11/2016","1:45:37 PM","40.6","31.5",
144,"9/11/2016","2:45:37 PM","40.1","32.2",
145,"9/11/2016","3:45:37 PM","39.8","31.9",
146,"9/11/2016","4:45:37 PM","39.8","30.8",
147,"9/11/2016","5:45:37 PM","40.2","29.3",
148,"9/11/2016","6:45:37 PM","40.5","28.2",
149,"9/11/2016","7:45:37 PM","40.8","27.1",
150,"9/11/2016","8:45:37 PM","40.9","26.3",
151,"9/11/2016","9:45:37 PM","41.2","25.5",
152,"9/11/2016","10:45:37 PM","41.4","25.0",
153,"9/11/2016","11:45:37 PM","41.7","24.2",
154,"9/12/2016","12:45:37 AM","42.1","23.6",
155,"9/12/2016","1:45:37 AM","42.4","23.0",
156,"9/12/2016","2:45:37 AM","42.9","22.7",
157,"9/12/2016","3:45:37 AM","43.4","22.1",
158,"9/12/2016","4:45:37 AM","44.0","21.6",
159,"9/12/2016","5:45:37 AM","44.6","21.3",
160,"9/12/2016","6:45:37 AM","45.5","21.7",
161,"9/12/2016","7:45:37 AM","45.6","22.4",
162,"9/12/2016","8:45:37 AM","45.6","23.4",
163,"9/12/2016","9:45:37 AM","45.3","25.8",
164,"9/12/2016","10:45:37 AM","43.6","29.4",
165,"9/12/2016","11:45:37 AM","42.0","33.2",
166,"9/12/2016","12:45:37 PM","41.0","34.4",
167,"9/12/2016","1:45:37 PM","40.4","34.7",
168,"9/12/2016","2:45:37 PM","39.8","34.4",
169,"9/12/2016","3:45:37 PM","39.5","33.4",
170,"9/12/2016","4:45:37 PM","39.3","32.6",
171,"9/12/2016","5:45:37 PM","39.4","31.2",
172,"9/12/2016","6:45:37 PM","39.7","30.0",
173,"9/12/2016","7:45:37 PM","39.7","28.9",
174,"9/12/2016","8:45:37 PM","39.8","27.3",
175,"9/12/2016","9:45:37 PM","40.1","26.2",
176,"9/12/2016","10:45:37 PM","40.2","25.7",
177,"9/12/2016","11:45:37 PM","40.6","24.9",
178,"9/13/2016","12:45:37 AM","40.8","24.4",
179,"9/13/2016","1:45:37 AM","41.1","23.3",
180,"9/13/2016","2:45:37 AM","41.4","22.6",
181,"9/13/2016","3:45:37 AM","41.7","21.7",
182,"9/13/2016","4:45:37 AM","42.1","20.9",
183,"9/13/2016","5:45:37 AM","42.5","20.5",
184,"9/13/2016","6:45:37 AM","42.9","20.2",
185,"9/13/2016","7:45:37 AM","42.1","23.8",
186,"9/13/2016","8:45:37 AM","40.9","28.3",
187,"9/13/2016","9:45:37 AM","39.5","32.2",
188,"9/13/2016","10:45:37 AM","38.2","34.4",
189,"9/13/2016","11:45:37 AM","37.0","35.0",
190,"9/13/2016","12:45:37 PM","36.1","36.0",
191,"9/13/2016","1:45:37 PM","35.1","36.9",
192,"9/13/2016","2:45:37 PM","34.6","36.5",
193,"9/13/2016","3:45:37 PM","34.4","35.6",
194,"9/13/2016","4:45:37 PM","34.4","33.8",
195,"9/13/2016","5:45:37 PM","35.6","30.4",
196,"9/13/2016","6:45:37 PM","37.1","27.9",
197,"9/13/2016","7:45:37 PM","38.0","26.1",
198,"9/13/2016","8:45:37 PM","38.8","24.8",
199,"9/13/2016","9:45:37 PM","39.4","24.3",
200,"9/13/2016","10:45:37 PM","39.9","23.7",
201,"9/13/2016","11:45:37 PM","40.3","23.0",
202,"9/14/2016","12:45:37 AM","40.7","22.4",
203,"9/14/2016","1:45:37 AM","41.1","21.9",
204,"9/14/2016","2:45:37 AM","41.4","21.6",
205,"9/14/2016","3:45:37 AM","41.9","21.6",
206,"9/14/2016","4:45:37 AM","42.3","21.1",
207,"9/14/2016","5:45:37 AM","42.8","20.8",
208,"9/14/2016","6:45:37 AM","43.2","20.6",
209,"9/14/2016","7:45:37 AM","43.2","21.5",
210,"9/14/2016","8:45:37 AM","43.4","22.4",
211,"9/14/2016","9:45:37 AM","42.7","24.1",
212,"9/14/2016","10:45:37 AM","42.4","25.9",
213,"9/14/2016","11:45:37 AM","41.2","29.1",
214,"9/14/2016","12:45:37 PM","41.2","29.2",
215,"9/14/2016","1:45:37 PM","40.7","29.9",
216,"9/14/2016","2:45:37 PM","40.5","30.3",
217,"9/14/2016","3:45:37 PM","40.1","30.4",
218,"9/14/2016","4:45:37 PM","40.1","29.7",
219,"9/14/2016","5:45:37 PM","40.4","28.1",
220,"9/14/2016","6:45:37 PM","40.8","26.8",
221,"9/14/2016","7:45:37 PM","41.0","26.0",
222,"9/14/2016","8:45:37 PM","41.3","25.4",
223,"9/14/2016","9:45:37 PM","41.6","24.9",
224,"9/14/2016","10:45:37 PM","41.9","24.6",
225,"9/14/2016","11:45:37 PM","42.3","23.9",
226,"9/15/2016","12:45:37 AM","42.7","23.4",
227,"9/15/2016","1:45:37 AM","43.1","22.6",
228,"9/15/2016","2:45:37 AM","43.5","21.9",
229,"9/15/2016","3:45:37 AM","43.8","21.7",
230,"9/15/2016","4:45:37 AM","44.1","21.9",
231,"9/15/2016","5:45:37 AM","44.5","22.3",
232,"9/15/2016","6:45:37 AM","45.1","22.4",
233,"9/15/2016","7:45:37 AM","45.4","23.0",
234,"9/15/2016","8:45:37 AM","45.5","23.7",
235,"9/15/2016","9:45:37 AM","45.1","27.5",
236,"9/15/2016","10:45:37 AM","43.3","31.3",
237,"9/15/2016","11:45:37 AM","42.3","32.9",
238,"9/15/2016","12:45:37 PM","42.0","33.3",
239,"9/15/2016","1:45:37 PM","41.2","34.0",
240,"9/15/2016","2:45:37 PM","40.5","34.6",
241,"9/15/2016","3:45:37 PM","39.9","34.2",
242,"9/15/2016","4:45:37 PM","39.9","33.2",
243,"9/15/2016","5:45:37 PM","39.8","31.8",
244,"9/15/2016","6:45:37 PM","39.7","30.6",
245,"9/15/2016","7:45:37 PM","39.9","29.5",
246,"9/15/2016","8:45:37 PM","40.2","28.5",
247,"9/15/2016","9:45:37 PM","40.3","27.6",
248,"9/15/2016","10:45:37 PM","40.6","26.6",
249,"9/15/2016","11:45:37 PM","41.0","25.9",
250,"9/16/2016","12:45:37 AM","41.3","25.2",
251,"9/16/2016","1:45:37 AM","41.6","24.4",
252,"9/16/2016","2:45:37 AM","42.0","23.7",
253,"9/16/2016","3:45:37 AM","42.4","23.0",
254,"9/16/2016","4:45:37 AM","42.7","22.3",
255,"9/16/2016","5:45:37 AM","43.2","21.9",
256,"9/16/2016","6:45:37 AM","43.4","21.2",
257,"9/16/2016","7:45:37 AM","43.0","23.9",
258,"9/16/2016","8:45:37 AM","41.6","28.1",
259,"9/16/2016","9:45:37 AM","40.6","32.4",
260,"9/16/2016","10:45:37 AM","39.6","34.2",
261,"9/16/2016","11:45:37 AM","38.8","35.4",
262,"9/16/2016","12:45:37 PM","37.4","37.1",
263,"9/16/2016","1:45:37 PM","36.2","37.4",
264,"9/16/2016","2:45:37 PM","35.2","37.5",
265,"9/16/2016","3:45:37 PM","34.3","37.4",
266,"9/16/2016","4:45:37 PM","33.6","36.5",
267,"9/16/2016","5:45:37 PM","33.2","35.3",
268,"9/16/2016","6:45:37 PM","33.5","34.0",
269,"9/16/2016","7:45:37 PM","33.7","32.6",
270,"9/16/2016","8:45:37 PM","33.9","31.3",
271,"9/16/2016","9:45:37 PM","33.9","30.5",
272,"9/16/2016","10:45:37 PM","33.6","29.6",
273,"9/16/2016","11:45:37 PM","33.8","28.7",
274,"9/17/2016","12:45:37 AM","34.0","28.0",
275,"9/17/2016","1:45:37 AM","34.1","27.3",
276,"9/17/2016","2:45:37 AM","34.4","26.4",
277,"9/17/2016","3:45:37 AM","34.5","25.8",
278,"9/17/2016","4:45:37 AM","34.7","24.9",
279,"9/17/2016","5:45:37 AM","35.0","24.3",
280,"9/17/2016","6:45:37 AM","35.1","24.0",
281,"9/17/2016","7:45:37 AM","34.8","26.2",
282,"9/17/2016","8:45:37 AM","34.5","28.6",
283,"9/17/2016","9:45:37 AM","34.4","30.1",
