Datetime,Dry Bulb Temperature,Relative Humidity,Wind Speed,Wind Direction,Atmospheric Station Pressure,Indoor Mean Air Temperature,Indoor Air Relative Humidity,Precipitable Water
2014-02-18 05:05:00,13.6,84.0,0.0,0,841.0,23.7,52.7,0.0
2014-02-18 06:05:00,13.6,85.0,0.0,0,841.3,23.4,53.4,0.0
2014-02-18 07:05:00,15.0,83.0,0.0,0,841.6,23.2,53.7,0.0
2014-02-18 08:05:00,19.2,62.0,0.0,0,841.5,23.4,52.3,0.0
2014-02-18 09:05:00,21.9,55.0,0.0,0,841.4,23.7,52.1,0.0
2014-02-18 10:05:00,24.6,48.0,1.2,300,841.3,24.1,51.2,0.0
2014-02-18 11:05:00,26.4,42.0,1.5,260,840.8,24.9,49.0,0.0
2014-02-18 12:05:00,27.6,33.0,1.6,240,840.4,25.9,46.6,0.0
2014-02-18 13:05:00,27.6,31.0,1.5,220,839.7,26.6,45.2,0.0
2014-02-18 14:05:00,28.2,29.0,1.4,190,839.0,27.4,44.5,0.0
2014-02-18 15:05:00,29.7,27.0,1.6,240,838.4,28.2,42.5,0.0
2014-02-18 16:05:00,28.3,30.0,1.5,190,837.9,29.4,40.7,0.0
2014-02-18 17:05:00,28.8,29.0,1.3,220,837.5,29.3,40.6,0.0
2014-02-18 18:05:00,27.9,29.0,1.1,180,837.4,28.9,41.5,0.0
2014-02-18 19:05:00,22.7,45.0,0.0,0,837.7,28.4,45.8,0.0
2014-02-18 20:05:00,20.3,55.0,0.0,0,837.9,27.9,47.6,0.0
2014-02-18 21:05:00,20.2,55.0,0.0,0,838.5,27.4,48.4,0.0
2014-02-18 22:05:00,20.5,52.0,0.0,0,838.9,27.0,47.4,0.0
2014-02-18 23:05:00,21.2,56.0,2.7,110,839.6,26.7,47.3,0.0
2014-02-19 00:05:00,20.1,63.0,2.1,120,839.4,26.4,50.0,0.0
2014-02-19 01:05:00,20.2,65.0,2.2,110,839.0,26.2,51.0,0.0
2014-02-19 02:05:00,20.2,61.0,3.0,100,838.9,25.9,52.6,0.0
2014-02-19 03:05:00,20.2,60.0,2.9,100,838.7,25.7,53.2,0.0
2014-02-19 04:05:00,19.5,62.0,2.1,90,838.5,25.3,52.2,0.0
2014-02-19 05:05:00,18.5,66.0,1.1,70,839.0,25.0,52.3,0.0
2014-02-19 06:05:00,18.4,72.0,1.6,50,839.3,24.6,52.6,0.0
2014-02-19 07:05:00,19.0,73.0,1.3,50,839.5,24.4,53.0,0.0
2014-02-19 08:05:00,20.0,69.0,2.1,50,839.6,24.4,53.0,0.0
2014-02-19 09:05:00,23.0,56.0,1.9,40,839.6,24.6,51.9,0.0
2014-02-19 10:05:00,24.1,53.0,1.9,30,839.2,25.0,51.5,0.0
2014-02-19 11:05:00,25.2,47.0,1.5,350,838.9,25.4,50.2,0.0
2014-02-19 12:05:00,26.2,46.0,1.5,360,838.6,26.2,48.9,0.0
2014-02-19 13:05:00,27.0,43.0,1.4,360,838.0,26.7,47.9,0.0
2014-02-19 14:05:00,28.1,41.0,1.4,10,837.3,27.8,46.3,0.0
2014-02-19 15:05:00,28.3,39.0,1.4,340,836.2,28.8,43.1,0.0
2014-02-19 16:05:00,28.5,38.0,1.4,360,835.7,28.4,43.6,0.0
2014-02-19 17:05:00,26.9,41.0,1.4,320,835.4,27.8,47.5,0.0
2014-02-19 18:05:00,25.3,49.0,0.0,0,835.5,27.7,53.0,0.0
2014-02-19 19:05:00,24.0,54.0,0.0,0,836.0,27.3,55.0,0.0
2014-02-19 20:05:00,23.4,54.0,1.3,260,836.5,26.8,53.7,0.0
2014-02-19 21:05:00,20.2,65.0,2.1,150,837.3,26.4,53.5,0.0
2014-02-19 22:05:00,20.0,65.0,1.3,130,838.4,26.3,53.3,0.0
2014-02-19 23:05:00,19.5,69.0,1.2,70,837.9,26.1,54.3,0.0
2014-02-20 00:05:00,19.3,73.0,0.0,0,837.2,25.8,56.2,0.0
2014-02-20 01:05:00,18.1,73.0,1.8,250,837.2,25.6,58.2,0.0
2014-02-20 02:05:00,18.0,80.0,0.0,0,837.1,25.4,59.1,0.0
2014-02-20 03:05:00,18.0,82.0,0.0,0,836.5,25.2,58.8,0.0
2014-02-20 04:05:00,17.8,84.0,0.0,0,836.2,24.9,57.9,0.0
2014-02-20 05:05:00,17.7,84.0,0.0,0,835.9,24.5,57.3,0.0
2014-02-20 06:05:00,17.6,83.0,0.0,0,836.0,24.3,58.4,0.0
2014-02-20 07:05:00,17.9,81.0,0.0,0,836.3,24.1,57.5,0.0
2014-02-20 08:05:00,20.1,68.0,0.0,0,836.5,24.0,56.8,0.0
2014-02-20 09:05:00,22.0,64.0,1.3,330,836.8,24.2,55.8,0.0
2014-02-20 10:05:00,23.8,56.0,1.5,340,836.8,24.9,55.9,0.0
2014-02-20 11:05:00,24.5,54.0,1.6,330,836.8,25.1,52.8,0.0
2014-02-20 12:05:00,25.8,52.0,1.7,310,836.5,25.5,51.4,0.0
2014-02-20 13:05:00,25.8,46.0,1.6,310,835.9,26.2,48.7,0.0
2014-02-20 14:05:00,27.6,41.0,1.9,280,835.1,26.8,47.2,0.0
2014-02-20 15:05:00,24.4,53.0,1.9,250,834.6,27.4,44.4,0.2
2014-02-20 16:05:00,25.6,55.0,1.1,190,834.2,27.6,47.4,0.0
2014-02-20 17:05:00,27.2,45.0,1.2,10,833.8,27.3,48.0,0.0
2014-02-20 18:05:00,26.3,42.0,1.7,270,834.0,27.2,47.0,0.0
2014-02-20 19:05:00,23.7,57.0,0.0,0,834.5,26.9,48.6,0.0
2014-02-20 20:05:00,21.8,66.0,0.0,0,835.4,26.6,46.1,0.0
2014-02-20 21:05:00,21.5,68.0,0.0,0,835.9,26.3,47.7,0.0
2014-02-20 22:05:00,19.9,71.0,0.0,0,836.3,26.1,48.1,0.0
2014-02-20 23:05:00,19.5,69.0,0.0,0,836.6,25.9,51.9,0.0
2014-02-21 00:05:00,19.8,63.0,0.0,0,836.6,25.6,55.1,0.0
2014-02-21 01:05:00,20.1,64.0,1.5,230,836.6,25.4,56.0,0.0
2014-02-21 02:05:00,19.7,69.0,0.0,0,836.3,25.2,58.1,0.0
2014-02-21 03:05:00,19.1,74.0,0.0,0,836.5,24.9,58.2,0.0
2014-02-21 04:05:00,18.8,77.0,1.2,240,836.5,24.7,59.2,0.0
2014-02-21 05:05:00,18.8,78.0,0.0,0,837.4,24.4,60.1,0.0
2014-02-21 06:05:00,17.8,85.0,0.0,0,837.4,24.2,60.7,0.2
2014-02-21 07:05:00,18.0,84.0,0.0,0,837.8,24.0,61.4,0.2
2014-02-21 08:05:00,18.2,83.0,1.2,130,838.3,24.0,59.1,0.0
2014-02-21 09:05:00,19.6,77.0,1.5,120,838.7,23.9,58.7,0.0
2014-02-21 10:05:00,21.7,70.0,2.0,90,839.3,24.4,57.4,0.0
2014-02-21 11:05:00,22.7,64.0,2.6,100,839.5,24.4,57.7,0.0
2014-02-21 12:05:00,24.8,64.0,2.1,100,839.2,24.9,57.2,0.0
2014-02-21 13:05:00,23.7,62.0,2.0,90,838.7,25.1,56.0,0.0
2014-02-21 14:05:00,22.0,69.0,2.0,90,838.4,24.7,57.1,0.4
2014-02-21 15:05:00,22.7,62.0,2.2,100,838.7,23.7,59.5,0.0
2014-02-21 16:05:00,23.2,55.0,2.0,180,838.1,23.6,60.0,0.0
2014-02-21 17:05:00,20.0,72.0,3.2,100,839.3,23.5,60.6,0.0
2014-02-21 18:05:00,20.3,73.0,3.4,90,839.5,23.4,60.1,0.0
2014-02-21 19:05:00,18.9,78.0,3.3,80,840.1,23.1,61.2,0.0
2014-02-21 20:05:00,18.3,81.0,2.4,70,840.9,23.0,61.1,0.0
2014-02-21 21:05:00,17.9,81.0,1.5,40,841.9,22.9,61.6,0.0
