Koppen climate classification,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Sex,Clo,Met,Air temperature (C),Radiant temperature (C),Relative humidity (%),Air velocity (m/s),Subject«s height (cm),Subject«s weight (kg),Window,Outdoor monthly air temperature (C),Thermal comfort
3,2.0,1,0.0,29.0,2.0,0.75,1.2,24.4,24.4,41.5,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.76,1.4,24.0,24.4,41.9,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.1,23.5,24.4,41.2,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.85,1.2,22.8,24.4,43.8,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.5,23.1,24.4,45.0,0.03,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.53,1.1,23.4,24.4,45.4,0.13,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.57,1.5,25.5,24.4,41.8,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.72,1.2,24.5,24.4,43.4,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.87,1.1,24.3,24.4,41.9,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.81,1.2,24.0,24.4,41.3,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.49,1.2,23.9,24.4,41.8,0.08,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.81,1.2,24.0,24.4,41.6,0.12,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.51,1.3,24.1,24.4,40.8,0.09,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.6,1.3,24.0,24.4,40.8,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.45,1.3,24.5,24.4,46.6,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.1,23.9,24.4,47.5,0.48,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.76,1.4,23.4,24.4,44.9,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.84,1.2,23.4,24.4,44.9,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.88,1.1,23.4,24.4,44.9,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.76,1.2,23.9,24.4,42.7,0.06,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.69,1.3,23.9,24.4,42.8,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.83,1.2,24.4,24.4,41.9,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.73,1.6,24.4,24.4,41.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.6,24.1,24.4,40.9,0.35,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.73,1.3,23.8,24.4,38.7,0.1,165.1,63.0,0.0,25.9,2
3,2.0,1,0.0,29.0,1.0,0.85,1.1,23.6,24.4,39.3,0.16,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.73,1.4,24.1,24.4,40.3,0.08,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.59,1.2,23.3,24.4,42.1,0.15,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.51,1.4,23.6,24.4,42.5,0.11,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.2,23.7,24.4,41.8,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.1,22.2,24.4,44.5,0.72,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.1,22.2,24.4,45.6,0.1,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.57,1.4,23.1,24.4,41.6,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.71,1.5,22.7,24.4,41.1,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.88,1.1,24.2,24.4,39.9,0.25,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.64,1.4,24.0,24.4,39.8,0.12,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.65,1.2,23.8,24.4,39.3,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.72,1.1,23.9,24.4,39.1,0.06,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.3,24.3,24.4,37.4,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.5,23.7,24.4,38.7,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.55,0.9,23.4,24.4,43.9,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.88,1.1,26.0,24.4,37.3,0.27,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.49,1.4,22.9,24.4,42.8,0.12,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.49,1.6,24.5,24.4,41.0,0.26,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.68,1.2,24.0,24.4,43.1,0.23,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.73,1.2,23.0,24.4,44.9,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.3,22.8,24.4,44.1,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.66,1.4,22.5,24.4,45.4,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.57,1.3,22.8,24.4,52.2,0.12,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.73,1.5,24.0,24.4,38.3,0.08,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.59,1.0,23.9,24.4,46.5,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.61,1.3,25.2,24.4,35.2,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.59,1.2,25.2,24.4,35.2,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.95,1.1,23.7,24.4,45.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.0,22.9,24.4,47.0,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.6,23.9,24.4,43.9,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.95,1.2,23.5,24.4,44.1,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.2,23.1,24.4,45.3,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.3,22.7,24.4,46.4,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.1,22.7,24.4,46.5,0.15,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.7,1.4,24.7,24.4,35.7,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.1,23.4,24.4,46.4,0.08,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.93,1.5,23.2,24.4,47.2,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.67,1.0,25.1,24.4,42.2,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.73,1.4,25.6,24.4,41.7,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,1.01,1.5,25.6,24.4,41.3,0.08,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.99,1.3,25.2,24.4,48.7,0.24,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.51,1.5,25.3,24.4,46.9,0.29,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,1.01,1.3,25.7,24.4,46.9,0.22,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.91,1.3,23.6,24.4,58.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.85,1.4,23.6,24.4,58.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.49,1.1,23.3,24.4,61.3,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.75,1.1,23.4,24.4,59.6,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.55,1.5,23.2,24.4,60.5,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.74,1.2,23.4,24.4,59.9,0.11,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.9,1.2,23.4,24.4,59.9,0.08,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.65,1.2,23.6,24.4,59.9,0.11,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.48,1.3,24.6,24.4,49.9,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.57,1.2,23.6,24.4,51.9,0.08,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.59,1.3,24.8,24.4,45.1,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.84,1.5,24.8,24.4,44.0,0.19,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.63,1.1,23.6,24.4,45.6,0.07,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.74,1.3,23.6,24.4,38.5,0.03,165.1,63.0,0.0,25.9,1
3,2.0,1,0.0,29.0,1.0,0.73,1.1,24.1,24.4,40.4,0.08,165.1,63.0,0.0,25.9,1
3,2.0,1,0.0,29.0,2.0,0.95,1.2,23.4,24.4,40.9,0.09,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.65,1.4,22.3,24.4,50.8,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.85,1.7,21.5,24.4,52.2,0.28,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.95,1.2,22.0,24.4,47.9,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.85,1.2,22.4,24.4,47.5,0.13,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.92,1.2,22.5,24.4,47.5,0.08,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.69,1.3,22.5,24.4,47.6,0.03,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.49,1.2,22.3,24.4,48.0,0.14,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.74,1.5,20.9,24.4,49.0,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.63,1.2,20.9,24.4,58.3,0.07,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.93,1.1,22.5,24.4,46.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.95,1.2,21.2,24.4,57.1,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.95,1.1,22.0,24.4,59.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,1.09,1.2,22.1,24.4,61.0,0.03,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.2,22.0,24.4,51.1,0.11,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.59,1.4,22.1,24.4,46.5,0.1,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.93,1.1,21.6,24.4,47.8,0.25,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.67,1.2,21.6,24.4,52.7,0.18,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.65,1.2,22.0,24.4,44.3,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.87,1.1,22.5,24.4,50.8,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,1.01,1.5,22.8,24.4,49.5,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.85,1.3,23.0,24.4,52.7,0.18,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.65,1.3,21.8,24.4,49.0,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.93,1.3,24.7,24.4,53.4,0.18,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,1.09,1.6,23.4,24.4,56.2,0.19,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.63,1.2,23.5,24.4,54.9,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.49,1.2,23.5,24.4,54.5,0.08,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.67,1.1,24.3,24.4,48.1,0.19,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.95,1.3,23.1,24.4,47.4,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.71,1.1,22.6,24.4,48.5,0.16,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.67,1.4,24.9,24.4,45.5,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.7,24.1,24.4,46.3,0.19,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.73,1.0,24.6,24.4,45.8,0.24,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.57,1.6,24.6,24.4,45.5,0.24,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.63,1.6,24.2,24.4,46.9,0.07,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.91,1.5,25.1,24.4,49.2,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.49,1.3,23.6,24.4,46.5,0.28,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,1.0,0.73,1.3,22.8,24.4,48.4,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.2,23.2,24.4,46.9,0.28,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.73,1.2,23.8,24.4,50.8,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.2,23.8,24.4,47.9,0.32,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.57,1.1,24.4,24.4,60.7,0.04,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.75,1.1,24.5,24.4,59.8,0.19,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.2,24.4,24.4,58.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.4,24.5,24.4,61.5,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.9,1.2,24.3,24.4,47.8,0.14,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.99,1.2,24.7,24.4,44.7,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.59,1.2,25.2,24.4,70.1,0.18,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.65,1.1,25.8,24.4,48.6,0.32,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.7,1.4,24.9,24.4,42.2,0.03,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.49,1.2,24.0,24.4,64.9,0.12,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,1.01,1.2,23.3,24.4,70.3,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.59,1.3,23.1,24.4,72.0,0.28,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.59,1.7,24.4,24.4,48.5,0.32,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.84,1.3,22.0,24.4,49.7,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.1,22.2,24.4,49.1,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.59,1.2,22.2,24.4,48.1,0.11,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.73,1.5,23.4,24.4,56.4,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.59,1.2,23.4,24.4,55.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.65,1.4,23.4,24.4,56.4,0.09,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.84,1.4,23.5,24.4,56.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.84,1.2,23.8,24.4,59.1,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.59,1.1,23.7,24.4,58.7,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.2,23.7,24.4,58.7,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.65,1.3,23.8,24.4,59.1,0.14,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.67,1.2,23.6,24.4,71.5,0.19,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.65,1.6,24.0,24.4,53.1,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.2,24.1,24.4,48.7,0.13,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.65,1.3,24.0,24.4,57.1,0.1,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,1.0,0.59,1.2,25.3,24.4,48.6,0.29,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.67,1.6,23.1,24.4,38.7,0.1,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.59,1.1,23.7,24.4,63.6,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.73,1.4,25.3,24.4,59.5,0.08,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.67,1.0,25.2,24.4,59.6,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.51,1.1,25.3,24.4,39.1,0.2,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.42,1.2,25.0,24.4,43.3,0.13,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,1.01,1.2,25.6,24.4,41.3,0.05,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.2,25.6,24.4,41.4,0.08,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.6,23.5,24.4,46.5,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.42,1.1,24.0,24.4,45.7,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.56,1.1,26.3,24.4,38.6,0.17,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.56,1.1,26.4,24.4,38.2,0.2,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.75,1.3,25.4,24.4,41.7,0.19,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.56,1.2,23.9,24.4,44.7,0.31,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.67,1.2,23.5,24.4,44.9,0.16,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.61,1.2,23.5,24.4,44.9,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.76,1.2,23.7,24.4,43.9,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.81,1.3,23.6,24.4,46.4,0.13,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.5,1.3,23.4,24.4,46.3,0.14,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.54,1.4,25.9,24.4,39.7,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.1,24.5,24.4,47.0,0.15,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.56,1.1,24.7,24.4,45.9,0.11,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.1,24.3,24.4,46.4,0.49,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.41,1.5,23.6,24.4,43.8,0.17,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.78,1.4,23.0,24.4,46.2,0.24,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.67,1.3,24.1,24.4,43.2,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.39,1.1,23.1,24.4,45.5,0.11,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,1.0,0.5,1.2,23.6,24.4,41.3,0.3,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.45,1.6,24.4,24.4,48.9,0.23,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.1,24.9,24.4,39.8,0.15,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.5,1.7,23.6,24.4,42.8,0.08,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.5,1.3,24.5,24.4,43.9,0.08,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.54,1.3,24.4,24.4,43.9,0.08,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.39,1.3,23.3,24.4,52.1,0.11,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.8,1.3,23.1,24.4,52.1,0.12,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.64,1.2,22.7,24.4,51.6,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.89,1.2,22.6,24.4,51.6,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.2,23.0,24.4,51.1,0.08,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.5,1.2,23.1,24.4,50.9,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.76,1.3,21.9,24.4,52.1,0.09,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.2,21.7,24.4,53.6,0.15,165.1,63.0,0.0,25.9,3
3,2.0,1,0.0,29.0,2.0,0.4,1.5,22.9,24.4,50.1,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.1,23.8,24.4,48.0,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.56,1.4,23.8,24.4,49.1,0.11,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.4,1.3,22.8,24.4,51.7,0.21,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.3,23.3,24.4,57.6,0.58,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.42,1.6,23.2,24.4,55.6,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.39,1.4,24.2,24.4,52.6,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.76,1.1,24.3,24.4,51.7,0.1,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.56,1.6,23.6,24.4,55.3,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.55,1.3,23.2,24.4,55.5,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.78,1.3,24.0,24.4,44.2,0.1,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,1.0,0.56,1.3,23.7,24.4,44.1,0.11,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.8,1.2,23.3,24.4,44.6,0.24,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,1.0,0.5,1.5,22.6,24.4,46.6,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.65,1.5,23.1,24.4,43.9,0.3,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.1,23.2,24.4,45.4,0.11,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.5,1.3,22.8,24.4,47.3,0.17,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.4,1.3,23.0,24.4,46.0,0.14,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.46,1.3,23.4,24.4,45.0,0.07,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.48,1.4,22.6,24.4,46.9,0.13,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.55,1.2,22.2,24.4,57.7,0.28,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.67,1.3,22.4,24.4,51.1,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,2.0,0.78,1.4,23.3,24.4,49.5,0.15,165.1,63.0,0.0,25.9,5
3,2.0,1,0.0,29.0,1.0,0.86,1.1,23.2,24.4,40.3,0.07,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.4,1.1,22.8,24.4,41.2,0.13,165.1,63.0,0.0,25.9,6
3,2.0,1,0.0,29.0,2.0,0.77,1.4,23.3,24.4,47.3,0.11,165.1,63.0,0.0,25.9,2
3,2.0,1,0.0,29.0,2.0,0.41,1.4,23.3,24.4,47.3,0.11,165.1,63.0,0.0,25.9,4
3,2.0,1,0.0,29.0,2.0,0.39,1.3,23.7,24.4,49.0,0.06,165.1,63.0,0.0,25.9,5
