Koppen climate classification,Building type,Cooling startegy_building level,Heating strategy_building level,Age,Sex,Clo,Met,Air temperature (C),Radiant temperature (C),Relative humidity (%),Air velocity (m/s),Subject«s height (cm),Subject«s weight (kg),Window,Outdoor monthly air temperature (C),Thermal comfort
6,2.0,3,0.0,40.0,2.0,0.46,2.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.5,2
6,2.0,3,0.0,40.0,2.0,0.34,2.0,26.0,24.4,54.0,0.8,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,40.0,2.0,0.39,2.0,27.7,24.4,37.0,0.1,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,40.0,2.0,0.39,1.1,26.2,24.4,47.5,0.1,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,40.0,2.0,0.46,2.0,25.4,24.4,33.2,0.1,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,40.0,2.0,0.49,2.0,24.0,24.4,51.5,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,2.0,0.6,1.0,24.2,24.4,39.7,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,2.0,0.68,1.2,24.8,24.4,45.2,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,2.0,0.41,1.7,27.7,24.4,61.9,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,30.6,24.4,71.5,1.0,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,60.0,2.0,0.49,1.1,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,60.0,2.0,0.49,1.1,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,2.0,0.49,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,2.0,0.49,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,30.0,1.0,0.38,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,1.0,0.38,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,30.0,1.0,0.38,1.0,29.8,24.4,76.5,1.0,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,30.0,1.0,0.38,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,1.0,0.38,1.1,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,1.0,0.38,1.2,29.8,24.4,76.9,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,1.0,0.38,1.1,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,30.0,1.0,0.38,1.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,30.0,1.0,0.33,0.8,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,30.0,1.0,0.33,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,30.0,1.0,0.38,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,30.0,1.0,0.38,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,30.0,1.0,0.33,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.7,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,60.0,1.0,0.56,1.1,33.8,24.4,52.3,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,60.0,1.0,0.7,1.0,30.6,24.4,71.1,1.0,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,60.0,1.0,0.56,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,60.0,1.0,0.38,1.7,30.0,24.4,73.9,1.0,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,60.0,1.0,0.38,1.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.38,1.1,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,60.0,1.0,0.72,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.56,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.56,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.67,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.72,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,60.0,1.0,0.62,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,2.0,0.46,0.8,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,40.0,2.0,0.49,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,40.0,2.0,0.46,2.0,30.6,24.4,76.2,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,2.0,0.46,2.0,29.8,24.4,76.8,1.0,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,2.0,0.49,1.7,30.5,24.4,71.8,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,40.0,2.0,0.45,1.2,28.4,24.4,37.7,0.6,165.1,63.0,0.0,28.5,2
6,2.0,3,0.0,40.0,2.0,0.47,1.0,25.3,24.4,37.4,0.1,165.1,63.0,0.0,28.5,2
6,2.0,3,0.0,40.0,2.0,0.46,1.7,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,2.0,0.49,2.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,1.0,0.7,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,40.0,1.0,0.68,1.0,30.6,24.4,76.3,0.5,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,1.0,0.35,1.1,29.8,24.4,76.8,1.0,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,1.0,0.62,1.0,30.5,24.4,71.8,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,40.0,1.0,0.5,1.0,27.5,24.4,39.6,0.4,165.1,63.0,0.0,28.5,3
6,2.0,3,0.0,40.0,1.0,0.35,1.0,25.2,24.4,37.2,0.1,165.1,63.0,0.0,28.5,2
6,2.0,3,0.0,40.0,1.0,0.48,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,1.0,0.67,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,2.0,0.7,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,2.0,0.61,1.0,26.0,24.4,54.0,0.8,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,2.0,0.49,1.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.0,1
6,2.0,3,0.0,40.0,2.0,0.49,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,1.0,0.56,1.1,26.0,24.4,54.0,0.5,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,40.0,1.0,0.5,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,1.0,0.56,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,40.0,1.0,0.56,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,40.0,1.0,0.53,1.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,40.0,1.0,0.53,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,40.0,1.0,0.53,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,1.0,0.0,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,70.0,1.0,0.56,1.0,26.0,24.4,54.0,0.4,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,70.0,1.0,0.65,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,70.0,1.0,0.0,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,28.0,2
6,2.0,3,0.0,70.0,1.0,0.68,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,1.0,0.6,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,70.0,1.0,0.65,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,2.0,0.49,1.7,29.6,24.4,73.6,0.4,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,2.0,0.49,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,2.0,0.7,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,2.0,0.7,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,1.0,0.34,1.7,29.2,24.4,73.3,0.1,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,70.0,1.0,0.32,1.7,29.2,24.4,78.2,0.4,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,70.0,1.0,0.39,2.0,29.9,24.4,73.3,0.4,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,1.0,0.45,1.0,31.2,24.4,68.7,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,1.0,0.46,1.0,30.7,24.4,63.6,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,1.0,0.46,1.0,27.9,24.4,83.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,1.0,0.32,1.7,32.3,24.4,47.9,0.5,165.1,63.0,0.0,35.2,2
6,2.0,3,0.0,70.0,1.0,0.62,1.0,31.9,24.4,46.0,0.4,165.1,63.0,0.0,28.9,3
6,2.0,3,0.0,70.0,1.0,0.35,1.7,29.7,24.4,41.2,0.5,165.1,63.0,0.0,29.8,3
6,2.0,3,0.0,70.0,1.0,0.87,1.7,24.7,24.4,31.2,0.1,165.1,63.0,0.0,25.6,3
6,2.0,3,0.0,70.0,1.0,0.62,1.7,23.7,24.4,34.5,0.1,165.1,63.0,0.0,25.0,2
6,2.0,3,0.0,70.0,1.0,0.62,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,1.0,0.62,1.0,26.7,24.4,60.9,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,70.0,2.0,0.49,1.0,28.8,24.4,74.5,0.1,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,70.0,2.0,0.46,2.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,2.0,0.46,1.0,26.0,24.4,54.0,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,2.0,0.46,1.1,29.8,24.4,73.6,0.1,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,2.0,0.46,1.0,30.7,24.4,63.5,0.5,165.1,63.0,0.0,29.5,2
6,2.0,3,0.0,70.0,2.0,0.46,1.0,27.6,24.4,84.2,1.0,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,70.0,2.0,0.51,2.0,31.7,24.4,50.2,0.1,165.1,63.0,0.0,35.2,3
6,2.0,3,0.0,70.0,2.0,0.46,1.0,31.9,24.4,46.0,0.8,165.1,63.0,0.0,28.9,3
6,2.0,3,0.0,70.0,2.0,0.64,2.0,27.9,24.4,35.4,0.6,165.1,63.0,0.0,21.6,3
6,2.0,3,0.0,70.0,2.0,0.68,1.1,24.7,24.4,38.5,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,70.0,2.0,0.54,1.1,26.0,24.4,54.0,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,70.0,2.0,0.46,1.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,28.0,3
6,2.0,3,0.0,70.0,2.0,0.46,1.0,26.7,24.4,60.9,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,1.0,0.49,1.0,32.3,24.4,62.5,0.1,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,1.0,0.49,1.0,31.2,24.4,60.0,0.6,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,1.0,0.3,1.1,33.1,24.4,59.8,0.8,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,40.0,1.0,0.3,1.0,31.3,24.4,59.6,0.6,165.1,63.0,0.0,30.8,3
6,2.0,3,0.0,40.0,1.0,0.35,1.0,32.5,24.4,51.9,0.8,165.1,63.0,0.0,32.9,3
6,2.0,3,0.0,40.0,1.0,0.49,1.0,34.2,24.4,43.1,0.8,165.1,63.0,0.0,32.8,2
6,2.0,3,0.0,40.0,1.0,0.49,1.0,31.8,24.4,32.3,0.6,165.1,63.0,0.0,28.4,3
6,2.0,3,0.0,40.0,1.0,0.46,1.0,30.0,24.4,42.1,0.1,165.1,63.0,0.0,26.9,2
6,2.0,3,0.0,40.0,1.0,0.49,1.0,29.2,24.4,49.4,0.1,165.1,63.0,0.0,29.4,3
6,2.0,3,0.0,40.0,1.0,0.49,1.2,27.8,24.4,40.7,0.1,165.1,63.0,0.0,27.5,3
6,2.0,3,0.0,40.0,1.0,0.5,1.0,26.6,24.4,39.9,0.1,165.1,63.0,0.0,20.5,3
6,2.0,3,0.0,40.0,1.0,0.49,1.2,26.0,24.4,54.0,0.1,165.1,63.0,0.0,23.3,3
6,2.0,3,0.0,40.0,1.0,0.5,1.0,22.4,24.4,40.8,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,1.0,0.5,1.1,26.8,24.4,47.9,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,1.0,0.5,1.0,26.0,24.4,52.8,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,1.0,0.49,1.0,24.3,24.4,49.5,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,40.0,1.0,0.5,1.0,26.0,24.4,50.1,0.1,165.1,63.0,0.0,25.0,3
6,2.0,3,0.0,30.0,2.0,0.46,2.0,26.0,24.4,54.0,0.1,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,2.0,0.46,3.4,30.8,24.4,70.1,1.0,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,2.0,0.46,1.0,26.0,24.4,54.0,1.0,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,2.0,0.46,2.0,31.0,24.4,69.7,0.1,165.1,63.0,0.0,29.5,3
6,2.0,3,0.0,30.0,2.0,0.46,2.0,27.8,24.4,71.6,0.1,165.1,63.0,0.0,26.6,3
6,2.0,3,0.0,30.0,2.0,0.46,1.0,33.2,24.4,47.9,0.6,165.1,63.0,0.0,34.3,2
6,2.0,3,0.0,30.0,2.0,0.46,2.0,32.9,24.4,42.3,0.8,165.1,63.0,0.0,29.4,2
6,2.0,3,0.0,30.0,2.0,0.46,2.0,31.2,24.4,30.8,0.8,165.1,63.0,0.0,28.4,2
6,2.0,3,0.0,30.0,2.0,0.46,2.0,30.0,24.4,41.8,0.1,165.1,63.0,0.0,28.1,2
6,2.0,3,0.0,30.0,2.0,0.59,2.0,29.2,24.4,49.4,0.1,165.1,63.0,0.0,29.4,2
6,2.0,3,0.0,30.0,2.0,0.46,3.4,28.2,24.4,45.7,0.8,165.1,63.0,0.0,26.9,3
6,2.0,3,0.0,30.0,2.0,0.46,2.0,27.1,24.4,46.5,0.1,165.1,63.0,0.0,20.2,3
6,2.0,3,0.0,30.0,2.0,0.46,2.0,24.6,24.4,40.5,0.1,165.1,63.0,0.0,23.4,3
3,2.0,2,0.0,23.0,2.0,0.63,1.1,31.0,24.4,49.0,0.13,150.0,58.0,0.0,38.1,4
3,2.0,2,0.0,23.0,2.0,0.63,1.1,26.0,24.4,56.0,0.13,170.0,46.0,0.0,38.1,4
3,2.0,2,0.0,38.0,1.0,0.63,1.1,26.0,24.4,54.0,0.13,165.0,78.0,0.0,38.1,5
3,2.0,2,0.0,76.0,2.0,0.63,1.1,35.0,24.4,68.0,0.7,210.0,75.0,0.0,38.1,1
3,2.0,2,0.0,68.0,1.0,0.63,1.1,35.0,24.4,68.0,0.3,170.0,80.0,0.0,38.1,4
3,2.0,2,0.0,23.0,1.0,0.63,1.1,34.0,24.4,80.0,0.5,171.0,55.0,0.0,38.1,5
3,2.0,2,0.0,38.0,2.0,0.63,1.1,36.0,24.4,93.0,0.7,180.0,69.0,0.0,38.1,4
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,68.0,0.0,159.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,36.0,24.4,68.0,0.5,159.0,83.0,0.0,38.1,5
3,2.0,2,0.0,68.0,2.0,0.63,1.1,35.0,24.4,69.0,0.7,171.0,78.0,0.0,38.1,4
3,2.0,2,0.0,53.0,1.0,0.63,1.1,35.0,24.4,54.0,0.0,159.0,70.0,0.0,38.1,4
3,2.0,2,0.0,53.0,1.0,0.63,1.1,38.0,24.4,74.0,0.7,169.0,69.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,36.0,24.4,59.0,0.5,165.0,69.0,0.0,38.1,5
3,2.0,2,0.0,68.0,1.0,0.63,1.1,35.0,24.4,80.0,0.0,180.0,70.0,0.0,38.1,3
3,2.0,2,0.0,68.0,1.0,0.63,1.1,33.0,24.4,68.0,0.7,150.0,78.0,0.0,38.1,3
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,59.0,0.5,150.0,83.0,0.0,38.1,5
3,2.0,2,0.0,38.0,1.0,0.63,1.1,35.0,24.4,59.0,0.3,150.0,90.0,0.0,38.1,3
3,2.0,2,0.0,38.0,1.0,0.63,1.1,36.0,24.4,38.0,0.1,150.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,2.0,0.63,1.1,35.0,24.4,60.0,0.0,165.0,69.0,0.0,38.1,3
3,2.0,2,0.0,23.0,1.0,0.63,1.1,40.0,24.4,75.0,0.0,180.0,68.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,32.0,24.4,73.0,0.0,150.0,80.0,0.0,38.1,3
3,2.0,2,0.0,53.0,1.0,0.63,1.1,33.0,24.4,54.0,0.13,180.0,63.0,0.0,38.1,5
3,2.0,2,0.0,68.0,1.0,0.63,1.1,33.0,24.4,18.5,0.0,180.0,75.0,0.0,38.1,6
3,2.0,2,0.0,53.0,2.0,0.63,1.1,32.0,24.4,68.0,0.0,150.0,62.0,0.0,38.1,6
3,2.0,2,0.0,23.0,1.0,0.63,1.1,36.0,24.4,79.0,0.0,150.0,75.0,0.0,38.1,6
3,2.0,2,0.0,23.0,2.0,0.63,1.1,35.0,24.4,67.0,0.3,150.0,50.0,0.0,38.1,3
3,2.0,2,0.0,29.0,2.0,0.63,1.1,35.0,24.4,87.0,0.0,180.0,48.0,0.0,38.1,5
3,2.0,2,0.0,53.0,2.0,0.63,1.1,36.0,24.4,55.0,0.13,180.0,54.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,32.0,24.4,79.0,0.3,165.0,50.0,0.0,38.1,3
3,2.0,2,0.0,38.0,2.0,0.63,1.1,32.0,24.4,80.0,0.0,210.0,60.0,0.0,38.1,5
3,2.0,2,0.0,23.0,1.0,0.63,1.1,31.0,24.4,79.0,0.1,150.0,63.0,0.0,38.1,4
3,2.0,2,0.0,38.0,2.0,0.63,1.1,35.0,24.4,54.0,0.0,150.0,65.0,0.0,38.1,5
3,2.0,2,0.0,38.0,2.0,0.63,1.1,35.0,24.4,54.0,0.3,156.0,65.0,0.0,38.1,3
3,2.0,2,0.0,23.0,1.0,0.63,1.1,35.0,24.4,93.0,0.5,150.0,75.0,0.0,38.1,5
3,2.0,2,0.0,23.0,2.0,0.63,1.1,32.0,24.4,32.0,0.1,168.0,50.0,0.0,38.1,4
3,2.0,2,0.0,38.0,2.0,0.63,1.1,30.0,24.4,26.0,0.0,183.0,63.0,0.0,38.1,6
3,2.0,2,0.0,38.0,2.0,0.63,1.1,32.0,24.4,75.0,0.0,180.0,48.0,0.0,38.1,6
3,2.0,2,0.0,38.0,2.0,0.63,1.1,33.0,24.4,87.0,0.0,180.0,54.0,0.0,38.1,6
3,2.0,2,0.0,38.0,2.0,0.63,1.1,33.0,24.4,74.0,0.0,152.0,65.0,0.0,38.1,5
3,2.0,2,0.0,38.0,1.0,0.63,1.1,32.0,24.4,50.0,0.0,150.0,50.0,0.0,38.1,5
3,2.0,2,0.0,38.0,2.0,0.63,1.1,33.0,24.4,80.0,0.0,156.0,60.0,0.0,38.1,6
3,2.0,2,0.0,23.0,1.0,0.63,1.1,30.0,24.4,30.0,0.0,150.0,63.0,0.0,38.1,6
3,2.0,2,0.0,38.0,2.0,0.63,1.1,32.0,24.4,73.0,0.0,150.0,65.0,0.0,38.1,5
3,2.0,2,0.0,38.0,1.0,0.63,1.1,34.0,24.4,68.0,0.0,150.0,70.0,0.0,38.1,6
3,2.0,2,0.0,38.0,1.0,0.63,1.1,26.0,24.4,65.0,0.1,150.0,70.0,0.0,38.1,6
3,2.0,2,0.0,53.0,2.0,0.63,1.1,30.0,24.4,75.0,0.1,180.0,55.0,0.0,38.1,6
3,2.0,2,0.0,53.0,1.0,0.63,1.1,42.0,24.4,69.0,0.0,180.0,70.0,0.0,38.1,6
3,2.0,2,0.0,38.0,2.0,0.63,1.1,29.0,24.4,69.0,0.1,180.0,59.0,0.0,38.1,6
3,2.0,2,0.0,38.0,1.0,0.63,1.1,36.0,24.4,61.0,0.0,165.1,70.0,0.0,38.1,6
3,2.0,2,0.0,38.0,1.0,0.63,1.1,35.0,24.4,63.0,0.0,150.0,70.0,0.0,38.1,5
3,2.0,2,0.0,38.0,1.0,0.63,1.1,41.0,24.4,72.0,0.0,150.0,70.0,0.0,38.1,6
3,2.0,2,0.0,38.0,1.0,0.63,1.1,40.0,24.4,70.0,0.0,150.0,70.0,0.0,38.1,6
3,2.0,2,0.0,53.0,1.0,0.63,1.1,30.0,24.4,68.0,0.6,156.0,90.0,0.0,38.1,3
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,87.0,0.1,150.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,88.0,0.0,150.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,2.0,0.63,1.1,40.0,24.4,71.0,0.0,180.0,55.0,0.0,38.1,5
3,2.0,2,0.0,68.0,1.0,0.63,1.1,41.0,24.4,77.0,0.6,180.0,70.0,0.0,38.1,4
3,2.0,2,0.0,53.0,1.0,0.63,1.1,47.0,24.4,54.0,0.3,180.0,59.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,88.0,0.1,150.0,70.0,0.0,38.1,6
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,88.0,0.4,150.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,40.0,24.4,67.0,0.0,156.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,39.0,24.4,88.0,0.3,186.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,39.0,24.4,88.0,0.1,154.0,70.0,0.0,38.1,1
3,2.0,2,0.0,68.0,1.0,0.63,1.1,37.0,24.4,81.0,0.3,169.0,70.0,0.0,38.1,1
3,2.0,2,0.0,68.0,1.0,0.63,1.1,40.0,24.4,71.0,0.0,160.0,80.0,0.0,38.1,5
3,2.0,2,0.0,38.0,2.0,0.63,1.1,40.0,24.4,87.0,0.1,156.0,55.0,0.0,38.1,3
3,2.0,2,0.0,68.0,1.0,0.63,1.1,40.0,24.4,39.0,0.4,150.0,70.0,0.0,38.1,4
3,2.0,2,0.0,38.0,1.0,0.63,1.1,37.0,24.4,68.0,0.3,173.0,59.0,0.0,38.1,4
3,2.0,2,0.0,53.0,1.0,0.63,1.1,37.0,24.4,50.0,0.4,180.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,46.0,24.4,71.0,0.4,170.0,70.0,0.0,38.1,5
3,2.0,2,0.0,53.0,1.0,0.63,1.1,47.0,24.4,77.0,0.13,150.0,70.0,0.0,38.1,3
3,2.0,2,0.0,53.0,1.0,0.63,1.1,35.0,24.4,80.0,0.4,162.0,126.0,0.0,38.1,6
3,2.0,2,0.0,53.0,2.0,0.63,1.1,37.0,24.4,81.0,0.13,150.0,61.0,0.0,38.1,6
3,2.0,2,0.0,38.0,1.0,0.63,1.1,38.0,24.4,75.0,0.5,165.0,60.0,0.0,38.1,4
3,2.0,2,0.0,38.0,2.0,0.63,1.1,37.0,24.4,75.0,0.13,165.0,70.0,0.0,38.1,4
3,2.0,2,0.0,23.0,2.0,0.63,1.1,39.0,24.4,70.0,0.5,170.0,58.0,0.0,38.1,5
3,2.0,2,0.0,23.0,1.0,0.63,1.1,39.0,24.4,81.0,0.5,170.0,60.0,0.0,38.1,4
3,2.0,2,0.0,38.0,2.0,0.63,1.1,38.0,24.4,81.0,0.5,156.0,62.0,0.0,38.1,5
3,2.0,2,0.0,23.0,2.0,0.63,1.1,39.0,24.4,81.0,0.5,156.0,75.0,0.0,38.1,5
3,2.0,2,0.0,29.0,2.0,0.63,1.1,38.0,24.4,82.0,0.5,150.0,58.0,0.0,38.1,4
3,2.0,2,0.0,23.0,1.0,0.63,1.1,37.0,24.4,70.0,0.0,160.0,54.0,0.0,38.1,5
3,2.0,2,0.0,23.0,2.0,0.63,1.1,38.0,24.4,86.0,0.5,149.0,59.0,0.0,38.1,4
3,2.0,2,0.0,23.0,2.0,0.63,1.1,39.0,24.4,75.0,0.1,160.0,45.0,0.0,38.1,5
